gene_id	name	ko_flux	dependency_score	essential
b1014	putA	0.9865144469529795	0.0	nonessential
b4544	arnE	0.9865144469529668	0.0	nonessential
b3952	pflC	0.9865144469529689	0.0	nonessential
b2096	gatY	0.9865144469529689	0.0	nonessential
b2197	ccmE	0.9865144469529656	0.0	nonessential
b2199	ccmC	0.9865144469529656	0.0	nonessential
b2480	bcp	0.9865144469529716	0.0	nonessential
b3380	yhfW	0.9865144469529622	0.0	nonessential
b0068	thiB	0.986514446952971	0.0	nonessential
b0066	thiQ	0.9865144469529645	0.0	nonessential
b0067	thiP	0.9865144469529741	0.0	nonessential
b3385	gph	0.9865144469529656	0.0	nonessential
b3616	tdh	0.9865144469529656	0.0	nonessential
b3772	ilvA	0.9865144469529656	0.0	nonessential
b4395	ytjC	0.9865144469529656	0.0	nonessential
b1489	dosP	0.9865144469529694	0.0	nonessential
b0755	gpmA	0.9865144469529656	0.0	nonessential
b3612	gpmM	0.9865144469529656	0.0	nonessential
b1719	thrS	0.9865144469529656	0.0	nonessential
b4383	deoB	0.9865144469529759	0.0	nonessential
b3823	rhtC	0.9865144469529656	0.0	nonessential
b2690	yqaB	0.9865144469529656	0.0	nonessential
b2935	tktA	0.9865144469529656	0.0	nonessential
b0688	pgm	0.9865144469529821	0.0	nonessential
b0418	pgpA	0.9865144469529656	0.0	nonessential
b2201	ccmA	0.9865144469529656	0.0	nonessential
b3786	wecB	0.9865144469529722	0.0	nonessential
b2920	scpC	0.9865144469529722	0.0	nonessential
b2198	ccmD	0.9865144469529659	0.0	nonessential
b2200	ccmB	0.9865144469529656	0.0	nonessential
b3117	tdcB	0.9865144469529656	0.0	nonessential
b0997	torA	0.9865144469529656	0.0	nonessential
b2536	hcaT	0.9865144469529576	0.0	nonessential
b1521	uxaB	0.9865144469529745	0.0	nonessential
b0841	ybjG	0.9865144469529576	0.0	nonessential
b1638	pdxH	0.9865144469529741	0.0	nonessential
b3057	bacA	0.9865144469529741	0.0	nonessential
b2464	talA	0.9865144469529741	0.0	nonessential
b0996	torC	0.9865144469529656	0.0	nonessential
b0576	pheP	0.9865144469529656	0.0	nonessential
b0008	talB	0.986514446952977	0.0	nonessential
b3062	ttdB	0.9865144469529741	0.0	nonessential
b3061	ttdA	0.986514446952977	0.0	nonessential
b3063	ttdT	0.9865144469529741	0.0	nonessential
b0368	tauD	0.9865144469529741	0.0	nonessential
b2095	gatZ	0.9865144469529689	0.0	nonessential
b3790	wecD	0.9865144469529741	0.0	nonessential
b3791	wecE	0.9865144469529741	0.0	nonessential
b1714	pheS	0.9865144469529656	0.0	nonessential
b1713	pheT	0.9865144469529656	0.0	nonessential
b3546	eptB	0.9865144469529609	0.0	nonessential
b3787	wecC	0.9865144469529725	0.0	nonessential
b2041	rfbB	0.9865144469529673	0.0	nonessential
b3916	pfkA	0.9865144469529741	0.0	nonessential
b3788	rffG	0.9865144469529741	0.0	nonessential
b1723	pfkB	0.9865144469529741	0.0	nonessential
b2465	tktB	0.9865144469529656	0.0	nonessential
b3951	pflD	0.9865144469529743	0.0	nonessential
b3137	kbaY	0.9865144469529689	0.0	nonessential
b3132	kbaZ	0.9865144469529689	0.0	nonessential
b0766	ybhA	0.9865144469529741	0.0	nonessential
b3258	panF	0.9865144469529655	0.0	nonessential
b1442	ydcU	0.9865144469529773	0.0	nonessential
b2682	ygaZ	0.9865144469529773	0.0	nonessential
b0857	potI	0.9865144469529773	0.0	nonessential
b4258	valS	0.9865144469529773	0.0	nonessential
b1123	potD	0.9865144469529669	0.0	nonessential
b4196	ulaD	0.9865144469529875	0.0	nonessential
b3581	sgbH	0.9865144469529772	0.0	nonessential
b0698	kdpA	0.9865144469529772	0.0	nonessential
b4240	treB	0.9865144469529655	0.0	nonessential
b1124	potC	0.9865144469529681	0.0	nonessential
b1466	narW	0.9865144469529772	0.0	nonessential
b1465	narV	0.9865144469529772	0.0	nonessential
b4471	tdcG	0.9865144469529772	0.0	nonessential
b0517	allD	0.9865144469529681	0.0	nonessential
b0696	kdpC	0.9865144469529772	0.0	nonessential
b1006	rutG	0.9865144469529681	0.0	nonessential
b3366	nirD	0.9865144469529772	0.0	nonessential
b1197	treA	0.9865144469529655	0.0	nonessential
b0697	kdpB	0.9865144469529772	0.0	nonessential
b4513	kdpF	0.9865144469529772	0.0	nonessential
b1468	narZ	0.9865144469529772	0.0	nonessential
b1226	narJ	0.9865144469529772	0.0	nonessential
b3365	nirB	0.9865144469529772	0.0	nonessential
b1224	narG	0.9865144469529772	0.0	nonessential
b4071	nrfB	0.9865144469529772	0.0	nonessential
b2497	uraA	0.9865144469529681	0.0	nonessential
b1227	narI	0.9865144469529772	0.0	nonessential
b1467	narY	0.9865144469529772	0.0	nonessential
b3553	ghrB	0.9865144469529712	0.0	nonessential
b1991	cobT	0.9865144469529723	0.0	nonessential
b3679	yidK	0.9865144469529723	0.0	nonessential
b4231	yjfF	0.9865144469529723	0.0	nonessential
b2563	acpS	0.9865144469529594	0.0	nonessential
b4230	ytfT	0.9865144469529755	0.0	nonessential
b2889	idi	0.9865144469529723	0.0	nonessential
b2148	mglC	0.9865144469529723	0.0	nonessential
b1223	narK	0.9865144469529838	0.0	nonessential
b2150	mglB	0.9865144469529723	0.0	nonessential
b3367	nirC	0.9865144469529723	0.0	nonessential
b2149	mglA	0.9865144469529723	0.0	nonessential
b3475	acpT	0.9865144469529723	0.0	nonessential
b1010	rutC	0.9865144469529655	0.0	nonessential
b2683	ygaH	0.9865144469529773	0.0	nonessential
b4227	ytfQ	0.9865144469529753	0.0	nonessential
b1748	astC	0.9865144469529781	0.0	nonessential
b1539	ydfG	0.9865144469529781	0.0	nonessential
b1441	ydcT	0.9865144469529725	0.0	nonessential
b2203	napB	0.9865144469529735	0.0	nonessential
b2202	napC	0.9865144469529723	0.0	nonessential
b2205	napG	0.9865144469529723	0.0	nonessential
b3572	avtA	0.9865144469529773	0.0	nonessential
b0856	potH	0.9865144469529773	0.0	nonessential
b2206	napA	0.9865144469529586	0.0	nonessential
b0160	dgt	0.9865144469529772	0.0	nonessential
b2204	napH	0.9865144469529772	0.0	nonessential
b1225	narH	0.9865144469529772	0.0	nonessential
b1443	ydcV	0.9865144469529773	0.0	nonessential
b1090	plsX	0.9865144469529781	0.0	nonessential
b2048	cpsG	0.9865144469529705	0.0	nonessential
b3803	hemX	0.9865144469529626	0.0	nonessential
b0902	pflA	0.9865144469529693	0.0	nonessential
b2705	srlD	0.9865144469529693	0.0	nonessential
b0650	hscC	0.9865144469529772	0.0	nonessential
b4394	yjjX	0.9865144469529772	0.0	nonessential
b3821	pldA	0.9865144469529705	0.0	nonessential
b0980	appA	0.9865144469529772	0.0	nonessential
b2702	srlA	0.9865144469529772	0.0	nonessential
b4239	treC	0.9865144469529705	0.0	nonessential
b2254	arnC	0.9865144469529754	0.0	nonessential
b2781	mazG	0.9865144469529772	0.0	nonessential
b2579	grcA	0.9865144469529772	0.0	nonessential
b2704	srlB	0.9865144469529772	0.0	nonessential
b1363	trkG	0.9865144469529772	0.0	nonessential
b3114	tdcE	0.9865144469529772	0.0	nonessential
b2256	arnD	0.9865144469529573	0.0	nonessential
b2954	rdgB	0.9865144469529669	0.0	nonessential
b0903	pflB	0.9865144469529843	0.0	nonessential
b0273	argF	0.9865144469529843	0.0	nonessential
b1759	nudG	0.9865144469529843	0.0	nonessential
b3591	selA	0.9865144469529843	0.0	nonessential
b0171	pyrH	0.9865144469529687	0.0	nonessential
b1764	selD	0.9865144469529843	0.0	nonessential
b3728	pstS	0.9865144469529705	0.0	nonessential
b0888	trxB	0.9865144469529659	0.0	nonessential
b3727	pstC	0.9865144469529659	0.0	nonessential
b4254	argI	0.9865144469529703	0.0	nonessential
b2366	dsdA	0.9865144469529754	0.0	nonessential
b2703	srlE	0.9865144469529772	0.0	nonessential
b4072	nrfC	0.9865144469529772	0.0	nonessential
b3073	patA	0.9865144469529681	0.0	nonessential
b1011	rutB	0.9865144469529681	0.0	nonessential
b3849	trkH	0.9865144469529772	0.0	nonessential
b1469	narU	0.9865144469529772	0.0	nonessential
b3290	trkA	0.9865144469529772	0.0	nonessential
b4073	nrfD	0.9865144469529772	0.0	nonessential
b0692	potE	0.9865144469529681	0.0	nonessential
b2498	upp	0.9865144469529723	0.0	nonessential
b3519	treF	0.9865144469529736	0.0	nonessential
b1907	tyrP	0.9865144469529785	0.0	nonessential
b2552	hmp	0.9865144469529772	0.0	nonessential
b2744	umpG	0.9865144469529772	0.0	nonessential
b4070	nrfA	0.9865144469529772	0.0	nonessential
b2297	pta	0.9865144469529671	0.0	nonessential
b1896	otsA	0.9865144469529649	0.0	nonessential
b2027	wzzB	0.9865144469529772	0.0	nonessential
b1250	kch	0.9865144469529772	0.0	nonessential
b4374	yjjG	0.9865144469529772	0.0	nonessential
b2035	wbbH	0.9865144469529772	0.0	nonessential
b2291	yfbR	0.9865144469529772	0.0	nonessential
b2033	wbbJ	0.9865144469529772	0.0	nonessential
b0480	ushA	0.9865144469529772	0.0	nonessential
b2458	eutD	0.9865144469529681	0.0	nonessential
b2037	wzxB	0.9865144469529772	0.0	nonessential
b2034	wbbI	0.9865144469529772	0.0	nonessential
b1897	otsB	0.9865144469529705	0.0	nonessential
b2032	wbbK	0.9865144469529772	0.0	nonessential
b4161	rsgA	0.9865144469529772	0.0	nonessential
b1291	sapD	0.9865144469529772	0.0	nonessential
b0337	codA	0.9865144469529682	0.0	nonessential
b0077	ilvI	0.9865144469529682	0.0	nonessential
b0007	yaaJ	0.9865144469535446	0.0	nonessential
b0078	ilvH	0.9865144469529555	0.0	nonessential
b0040	caiT	0.9865144469529555	0.0	nonessential
b4111	proP	0.9865144469529624	0.0	nonessential
b3671	ilvB	0.9865144469529555	0.0	nonessential
b3454	livF	0.9865144469529555	0.0	nonessential
b4094	phnN	0.9865144469529681	0.0	nonessential
b3456	livM	0.9865144469529555	0.0	nonessential
b3460	livJ	0.9865144469529555	0.0	nonessential
b2679	proX	0.9865144469529555	0.0	nonessential
b2678	proW	0.9865144469529555	0.0	nonessential
b3670	ilvN	0.9865144469529555	0.0	nonessential
b2677	proV	0.9865144469529555	0.0	nonessential
b0036	caiD	0.9865144469529555	0.0	nonessential
b3457	livH	0.9865144469529555	0.0	nonessential
b3455	livG	0.9865144469529555	0.0	nonessential
b0516	allC	0.9865144469529785	0.0	nonessential
b1818	manY	0.9865144469529785	0.0	nonessential
b0484	copA	0.9865144469529785	0.0	nonessential
b0123	cueO	0.9865144469529785	0.0	nonessential
b4090	rpiB	0.9865144469529785	0.0	nonessential
b1817	manX	0.9865144469529785	0.0	nonessential
b1819	manZ	0.9865144469529785	0.0	nonessential
b4084	alsK	0.9865144469529785	0.0	nonessential
b1849	purT	0.9865144469529682	0.0	nonessential
b3588	aldB	0.98651444695297	0.0	nonessential
b2428	murQ	0.98651444695297	0.0	nonessential
b1300	puuC	0.98651444695297	0.0	nonessential
b2296	ackA	0.98651444695297	0.0	nonessential
b1385	feaB	0.98651444695297	0.0	nonessential
b3115	tdcD	0.98651444695297	0.0	nonessential
b1478	adhP	0.98651444695297	0.0	nonessential
b0356	frmA	0.9865144469529619	0.0	nonessential
b0336	codB	0.9865144469529543	0.0	nonessential
b3794	wecG	0.9865144469529634	0.0	nonessential
b3544	dppA	0.986514446952967	0.0	nonessential
b1486	ddpB	0.986514446952967	0.0	nonessential
b1484	ddpD	0.9865144469529535	0.0	nonessential
b0462	acrB	0.986514446952967	0.0	nonessential
b2470	acrD	0.986514446952967	0.0	nonessential
b3784	wecA	0.986514446952967	0.0	nonessential
b0463	acrA	0.986514446952967	0.0	nonessential
b3543	dppB	0.986514446952967	0.0	nonessential
b2697	alaS	0.9865144469529555	0.0	nonessential
b3541	dppD	0.986514446952967	0.0	nonessential
b1487	ddpA	0.986514446952967	0.0	nonessential
b1119	nagK	0.986514446952967	0.0	nonessential
b3542	dppC	0.986514446952967	0.0	nonessential
b3035	tolC	0.986514446952967	0.0	nonessential
b4069	acs	0.9865144469529641	0.0	nonessential
b0155	clcA	0.9865144469529641	0.0	nonessential
b1592	clcB	0.9865144469529641	0.0	nonessential
b1485	ddpC	0.986514446952967	0.0	nonessential
b0037	caiC	0.9865144469529771	0.0	nonessential
b0038	caiB	0.9865144469529555	0.0	nonessential
b2379	alaC	0.9865144469529789	0.0	nonessential
b2290	alaA	0.9865144469529661	0.0	nonessential
b3867	hemN	0.9865144469529661	0.0	nonessential
b0679	nagE	0.986514446952959	0.0	nonessential
b2417	crr	0.9865144469529661	0.0	nonessential
b0870	ltaE	0.9865144469529673	0.0	nonessential
b1483	ddpF	0.986514446952967	0.0	nonessential
b1101	ptsG	0.9865144469529596	0.0	nonessential
b2765	queD	0.9865144469529596	0.0	nonessential
b1102	fhuE	0.986514446952985	0.0	nonessential
b2174	lpxT	0.986514446952967	0.0	nonessential
b4053	alr	0.986514446952967	0.0	nonessential
b1325	ycjG	0.986514446952967	0.0	nonessential
b0381	ddlA	0.986514446952967	0.0	nonessential
b0092	ddlB	0.9865144469529671	0.0	nonessential
b3540	dppF	0.986514446952967	0.0	nonessential
b1190	dadX	0.9865144469529725	0.0	nonessential
b1640	anmK	0.9865144469529767	0.0	nonessential
b2066	udk	0.9865144469529767	0.0	nonessential
b1865	nudB	0.9865144469529767	0.0	nonessential
b0651	rihA	0.9865144469529767	0.0	nonessential
b4260	pepA	0.9865144469529767	0.0	nonessential
b0099	mutT	0.9865144469529767	0.0	nonessential
b0237	pepD	0.9865144469529767	0.0	nonessential
b2162	rihB	0.9865144469529767	0.0	nonessential
b2429	murP	0.9865144469529785	0.0	nonessential
b2143	cdd	0.9865144469529767	0.0	nonessential
b0932	pepN	0.9865144469529767	0.0	nonessential
b1872	torZ	0.9865144469529767	0.0	nonessential
b2523	pepB	0.9865144469529735	0.0	nonessential
b0894	dmsA	0.9865144469529463	0.0	nonessential
b1982	amn	0.9865144469529691	0.0	nonessential
b0896	dmsC	0.986514446952967	0.0	nonessential
b3222	nanK	0.9865144469529697	0.0	nonessential
b1873	torY	0.9865144469529767	0.0	nonessential
b2893	dsbC	0.9865144469529463	0.0	nonessential
b3860	dsbA	0.9865144469529463	0.0	nonessential
b0151	fhuC	0.9865144469529463	0.0	nonessential
b0153	fhuB	0.9865144469529463	0.0	nonessential
b0152	fhuD	0.9865144469529835	0.0	nonessential
b1185	dsbB	0.9865144469529619	0.0	nonessential
b0062	araA	0.9865144469529752	0.0	nonessential
b4381	deoC	0.9865144469529463	0.0	nonessential
b3575	yiaK	0.986514446952976	0.0	nonessential
b0425	panE	0.9865144469529463	0.0	nonessential
b2871	ygeX	0.9865144469529463	0.0	nonessential
b4042	dgkA	0.9865144469529463	0.0	nonessential
b1189	dadA	0.9865144469529463	0.0	nonessential
b3059	plsY	0.9865144469529893	0.0	nonessential
b4129	lysU	0.9865144469529495	0.0	nonessential
b0049	apaH	0.9865144469529495	0.0	nonessential
b2975	glcA	0.9865144469529666	0.0	nonessential
b3603	lldP	0.9865144469529649	0.0	nonessential
b0968	yccX	0.9865144469529875	0.0	nonessential
b0657	lnt	0.9865144469529559	0.0	nonessential
b2421	cysM	0.9865144469529809	0.0	nonessential
b3225	nanA	0.9865144469529785	0.0	nonessential
b3008	metC	0.9865144469529785	0.0	nonessential
b1919	dcyD	0.9865144469529785	0.0	nonessential
b1677	lpp	0.9865144469529785	0.0	nonessential
b4086	alsC	0.9865144469529785	0.0	nonessential
b4087	alsA	0.9865144469529785	0.0	nonessential
b0733	cydA	0.9865144469529785	0.0	nonessential
b4088	alsB	0.9865144469529785	0.0	nonessential
b4085	alsE	0.9865144469529785	0.0	nonessential
b0511	ybbW	0.9865144469529785	0.0	nonessential
b0512	allB	0.9865144469529785	0.0	nonessential
b0341	cynX	0.9865144469529785	0.0	nonessential
b0340	cynS	0.9865144469529785	0.0	nonessential
b1308	pspE	0.9865144469529785	0.0	nonessential
b3224	nanT	0.9865144469529785	0.0	nonessential
b3425	glpE	0.9865144469529785	0.0	nonessential
b4311	nanC	0.9865144469529785	0.0	nonessential
b0734	cydB	0.9865144469529785	0.0	nonessential
b1587	ynfE	0.9865144469529785	0.0	nonessential
b0978	cbdA	0.9865144469529785	0.0	nonessential
b0979	cbdB	0.9865144469529785	0.0	nonessential
b3223	nanE	0.9865144469529785	0.0	nonessential
b3416	malQ	0.9865144469529785	0.0	nonessential
b1519	tam	0.986514446952953	0.0	nonessential
b3091	uxaA	0.98651444695295	0.0	nonessential
b3001	gpr	0.9865144469529559	0.0	nonessential
b3945	gldA	0.9865144469529656	0.0	nonessential
b0886	cydC	0.9865144469529656	0.0	nonessential
b0526	cysS	0.9865144469529656	0.0	nonessential
b3012	dkgA	0.9865144469529646	0.0	nonessential
b0207	dkgB	0.9865144469529699	0.0	nonessential
b1622	malY	0.9865144469529659	0.0	nonessential
b2810	csdA	0.9865144469529793	0.0	nonessential
b2414	cysK	0.9865144469529754	0.0	nonessential
b1781	yeaE	0.9865144469529699	0.0	nonessential
b0887	cydD	0.986514446952953	0.0	nonessential
b3856	mobB	0.9865144469529963	0.0	nonessential
b1397	paaJ	0.9865144469529639	0.0	nonessential
b0474	adk	0.986514446952965	0.0	nonessential
b1095	fabF	0.9865144469537346	0.0	nonessential
b3714	adeP	0.9865144469529727	0.0	nonessential
b3580	lyxK	0.9865144469529727	0.0	nonessential
b0312	betB	0.9865144469529727	0.0	nonessential
b0653	gltK	0.9865144469529712	0.0	nonessential
b1488	ddpX	0.9865144469529722	0.0	nonessential
b1683	sufB	0.9865144469529765	0.0	nonessential
b1680	sufS	0.9865144469529765	0.0	nonessential
b1681	sufD	0.9865144469529765	0.0	nonessential
b1682	sufC	0.9865144469529765	0.0	nonessential
b1679	sufE	0.9865144469529765	0.0	nonessential
b0638	cobC	0.9865144469529765	0.0	nonessential
b2914	rpiA	0.9865144469529765	0.0	nonessential
b4301	sgcE	0.9865144469529765	0.0	nonessential
b1684	sufA	0.9865144469529765	0.0	nonessential
b1243	oppA	0.9865144469529661	0.0	nonessential
b1216	chaA	0.9865144469529661	0.0	nonessential
b1192	ldcA	0.9865144469529661	0.0	nonessential
b0936	ssuA	0.9865144469529661	0.0	nonessential
b0365	tauA	0.9865144469529661	0.0	nonessential
b0934	ssuC	0.9865144469529833	0.0	nonessential
b0367	tauC	0.9865144469529661	0.0	nonessential
b0366	tauB	0.9865144469529661	0.0	nonessential
b3806	cyaA	0.9865144469529671	0.0	nonessential
b1244	oppB	0.9865144469529661	0.0	nonessential
b1247	oppF	0.9865144469529661	0.0	nonessential
b2393	nupC	0.9865144469529661	0.0	nonessential
b0933	ssuB	0.9865144469529661	0.0	nonessential
b1329	mppA	0.9865144469529809	0.0	nonessential
b1246	oppD	0.9865144469529661	0.0	nonessential
b3551	bisC	0.9865144469529661	0.0	nonessential
b0030	rihC	0.9865144469529661	0.0	nonessential
b1245	oppC	0.9865144469529661	0.0	nonessential
b1386	tynA	0.9865144469529661	0.0	nonessential
b1377	ompN	0.9865144469529712	0.0	nonessential
b1745	astB	0.986514446952953	0.0	nonessential
b2578	eamB	0.9865144469529712	0.0	nonessential
b3654	xanP	0.9865144469529727	0.0	nonessential
b3578	yiaN	0.9865144469529725	0.0	nonessential
b1747	astA	0.9865144469529781	0.0	nonessential
b1064	grxB	0.9865144469529781	0.0	nonessential
b3503	arsC	0.9865144469529781	0.0	nonessential
b3386	rpe	0.9865144469529765	0.0	nonessential
b4138	dcuA	0.9865144469529781	0.0	nonessential
b2835	lplT	0.9865144469529781	0.0	nonessential
b4123	dcuB	0.9865144469529781	0.0	nonessential
b4213	cpdB	0.9865144469529781	0.0	nonessential
b4036	lamB	0.9865144469529781	0.0	nonessential
b4034	malE	0.9865144469529781	0.0	nonessential
b4035	malK	0.9865144469529781	0.0	nonessential
b4033	malF	0.9865144469529781	0.0	nonessential
b3528	dctA	0.986514446952961	0.0	nonessential
b4077	gltP	0.9865144469529781	0.0	nonessential
b4237	nrdG	0.9865144469529573	0.0	nonessential
b2675	nrdE	0.9865144469529766	0.0	nonessential
b2676	nrdF	0.9865144469529766	0.0	nonessential
b2235	nrdB	0.9865144469529766	0.0	nonessential
b2234	nrdA	0.9865144469529766	0.0	nonessential
b3902	rhaD	0.9865144469529766	0.0	nonessential
b3904	rhaB	0.9865144469529766	0.0	nonessential
b3748	rbsD	0.9865144469529766	0.0	nonessential
b0241	phoE	0.9865144469529712	0.0	nonessential
b3750	rbsC	0.9865144469529766	0.0	nonessential
b3749	rbsA	0.9865144469529713	0.0	nonessential
b1276	acnA	0.9865144469529712	0.0	nonessential
b3583	sgbE	0.9865144469529746	0.0	nonessential
b4198	ulaF	0.9865144469529746	0.0	nonessential
b0061	araD	0.9865144469529746	0.0	nonessential
b0063	araB	0.9865144469529746	0.0	nonessential
b3752	rbsK	0.9865144469529721	0.0	nonessential
b0929	ompF	0.9865144469529712	0.0	nonessential
b3751	rbsB	0.9865144469529766	0.0	nonessential
b4169	amiB	0.9865144469529727	0.0	nonessential
b0110	ampD	0.9865144469529727	0.0	nonessential
b2542	hcaD	0.9865144469529727	0.0	nonessential
b2540	hcaC	0.9865144469529727	0.0	nonessential
b2538	hcaE	0.9865144469529727	0.0	nonessential
b2539	hcaF	0.9865144469529686	0.0	nonessential
b0311	betA	0.9865144469529727	0.0	nonessential
b1801	yeaV	0.9865144469529727	0.0	nonessential
b4266	idnO	0.9865144469529661	0.0	nonessential
b2131	osmF	0.9865144469529727	0.0	nonessential
b2128	yehW	0.9865144469529727	0.0	nonessential
b2129	yehX	0.9865144469529727	0.0	nonessential
b2130	yehY	0.9865144469529418	0.0	nonessential
b1241	adhE	0.9865144469529663	0.0	nonessential
b1661	cfa	0.9865144469529663	0.0	nonessential
b0677	nagA	0.9865144469529663	0.0	nonessential
b0351	mhpF	0.9865144469529566	0.0	nonessential
b0314	betT	0.9865144469529727	0.0	nonessential
b2587	kgtP	0.9865144469529719	0.0	nonessential
b0789	clsB	0.9865144469529674	0.0	nonessential
b1249	clsA	0.9865144469529622	0.0	nonessential
b0612	citT	0.9865144469529622	0.0	nonessential
b0615	citF	0.9865144469529658	0.0	nonessential
b0617	citD	0.9865144469529649	0.0	nonessential
b1993	cobU	0.9865144469529628	0.0	nonessential
b0616	citE	0.986514446952967	0.0	nonessential
b2435	amiA	0.9865144469529727	0.0	nonessential
b0575	cusA	0.986514446952967	0.0	nonessential
b1463	nhoA	0.986514446952967	0.0	nonessential
b0573	cusF	0.986514446952967	0.0	nonessential
b0572	cusC	0.986514446952967	0.0	nonessential
b0574	cusB	0.9865144469529709	0.0	nonessential
b2937	speB	0.9865144469529817	0.0	nonessential
b0433	ampG	0.9865144469529727	0.0	nonessential
b1107	nagZ	0.9865144469529727	0.0	nonessential
b2817	amiC	0.9865144469529727	0.0	nonessential
b0614	citX	0.9865144469529696	0.0	nonessential
b0032	carA	0.9865144469529583	0.0	nonessential
b0521	ybcF	0.9865144469529583	0.0	nonessential
b2901	bglA	0.9865144469529583	0.0	nonessential
b0323	yahI	0.9865144469529848	0.0	nonessential
b3571	malS	0.9865144469529848	0.0	nonessential
b1992	cobS	0.9865144469529583	0.0	nonessential
b2874	yqeA	0.9865144469529583	0.0	nonessential
b1927	amyA	0.9865144469529703	0.0	nonessential
b2223	atoE	0.9865144469529663	0.0	nonessential
b0411	tsx	0.9865144469529661	0.0	nonessential
b2406	xapB	0.9865144469529661	0.0	nonessential
b3197	kdsD	0.9865144469529661	0.0	nonessential
b2964	nupG	0.9865144469529661	0.0	nonessential
b1732	katE	0.9865144469529661	0.0	nonessential
b2708	srlQ	0.9865144469529661	0.0	nonessential
b3942	katG	0.986514446952974	0.0	nonessential
b4265	idnT	0.9865144469529661	0.0	nonessential
b4132	cadB	0.9865144469529661	0.0	nonessential
b4481	wecF	0.9865144469529619	0.0	nonessential
b2794	queF	0.9865144469529663	0.0	nonessential
b3845	fadA	0.9865144469529663	0.0	nonessential
b3918	cdh	0.9865144469529628	0.0	nonessential
b2342	fadI	0.9865144469529656	0.0	nonessential
b2224	atoB	0.9865144469529683	0.0	nonessential
b0469	apt	0.9865144469529583	0.0	nonessential
b2222	atoA	0.9865144469529583	0.0	nonessential
b3034	nudF	0.9865144469529583	0.0	nonessential
b2662	gabT	0.9865144469529848	0.0	nonessential
b2221	atoD	0.9865144469529583	0.0	nonessential
b3915	fieF	0.9865144469529583	0.0	nonessential
b2663	gabP	0.9865144469529583	0.0	nonessential
b3469	zntA	0.9865144469529583	0.0	nonessential
b3397	nudE	0.9865144469529583	0.0	nonessential
b1444	patD	0.9865144469529693	0.0	nonessential
b0444	queC	0.9865144469529583	0.0	nonessential
b1302	puuE	0.9865144469529583	0.0	nonessential
b0033	carB	0.9865144469529693	0.0	nonessential
b0752	zitB	0.9865144469529583	0.0	nonessential
b3600	mtlD	0.9865144469529682	0.0	nonessential
b3617	kbl	0.9865144469529682	0.0	nonessential
b0805	fiu	0.9865144469529682	0.0	nonessential
b3927	glpF	0.9865144469529682	0.0	nonessential
b0507	gcl	0.9865144469529682	0.0	nonessential
b3653	gltS	0.9865144469529682	0.0	nonessential
b3907	rhaT	0.9865144469529682	0.0	nonessential
b2155	cirA	0.9865144469529682	0.0	nonessential
b3722	bglF	0.9865144469529463	0.0	nonessential
b0592	fepB	0.9865144469529734	0.0	nonessential
b0590	fepD	0.9865144469529703	0.0	nonessential
b2156	lysP	0.9865144469529754	0.0	nonessential
b0588	fepC	0.9865144469529682	0.0	nonessential
b3212	gltB	0.9865144469529682	0.0	nonessential
b2890	lysS	0.9865144469529682	0.0	nonessential
b3213	gltD	0.9865144469529682	0.0	nonessential
b0589	fepG	0.9865144469529682	0.0	nonessential
b3903	rhaA	0.9865144469529682	0.0	nonessential
b0732	mngB	0.9865144469529601	0.0	nonessential
b2485	hyfE	0.9865144469529601	0.0	nonessential
b0731	mngA	0.9865144469529638	0.0	nonessential
b2481	hyfA	0.9865144469529638	0.0	nonessential
b4323	uxuB	0.9865144469529723	0.0	nonessential
b1613	manA	0.9865144469529723	0.0	nonessential
b1033	ghrA	0.9865144469529723	0.0	nonessential
b2490	hyfJ	0.9865144469529594	0.0	nonessential
b1800	dmlA	0.9865144469529646	0.0	nonessential
b4367	fhuF	0.9865144469529723	0.0	nonessential
b4014	aceB	0.9865144469529723	0.0	nonessential
b0591	entS	0.9865144469529723	0.0	nonessential
b3124	garK	0.9865144469529723	0.0	nonessential
b0584	fepA	0.9865144469529723	0.0	nonessential
b0514	glxK	0.9865144469529723	0.0	nonessential
b2240	glpT	0.9865144469529723	0.0	nonessential
b2976	glcB	0.9865144469529723	0.0	nonessential
b0150	fhuA	0.9865144469529723	0.0	nonessential
b2049	cpsB	0.9865144469529723	0.0	nonessential
b3893	fdoH	0.9865144469529675	0.0	nonessential
b1476	fdnI	0.9865144469529675	0.0	nonessential
b1651	gloA	0.9865144469529675	0.0	nonessential
b2091	gatD	0.9865144469529675	0.0	nonessential
b3894	fdoG	0.9865144469529675	0.0	nonessential
b1474	fdnG	0.9865144469529675	0.0	nonessential
b0811	glnH	0.9865144469529675	0.0	nonessential
b3458	livK	0.9865144469529675	0.0	nonessential
b4291	fecA	0.9865144469529693	0.0	nonessential
b0642	leuS	0.9865144469529675	0.0	nonessential
b4054	tyrB	0.9865144469529675	0.0	nonessential
b0809	glnQ	0.9865144469529675	0.0	nonessential
b3892	fdoI	0.9865144469529675	0.0	nonessential
b0810	glnP	0.9865144469529675	0.0	nonessential
b2133	dld	0.9865144469529675	0.0	nonessential
b1380	ldhA	0.9865144469529826	0.0	nonessential
b0343	lacY	0.9865144469529722	0.0	nonessential
b1475	fdnH	0.9865144469529675	0.0	nonessential
b0186	ldcC	0.986514446952971	0.0	nonessential
b4290	fecB	0.986514446952971	0.0	nonessential
