gene_id	name	ko_flux	dependency_score	essential
b4131	cadA	0.986514446952971	0.0	nonessential
b3825	pldB	0.9865144469529664	0.0	nonessential
b0485	glsA	0.986514446952971	0.0	nonessential
b4287	fecE	0.986514446952971	0.0	nonessential
b1524	glsB	0.9865144469529626	0.0	nonessential
b0494	tesA	0.9865144469529746	0.0	nonessential
b0935	ssuD	0.9865144469529715	0.0	nonessential
b3517	gadA	0.9865144469529673	0.0	nonessential
b4289	fecC	0.9865144469529673	0.0	nonessential
b1493	gadB	0.9865144469529863	0.0	nonessential
b2392	mntH	0.9865144469529673	0.0	nonessential
b0630	lipB	0.9865144469529832	0.0	nonessential
b1492	gadC	0.9865144469529722	0.0	nonessential
b4386	lplA	0.9865144469529675	0.0	nonessential
b3409	feoB	0.9865144469529675	0.0	nonessential
b0622	pagP	0.9865144469529675	0.0	nonessential
b4288	fecD	0.9865144469529638	0.0	nonessential
b0829	gsiA	0.9865144469529802	0.0	nonessential
b3447	ggt	0.9865144469529802	0.0	nonessential
b2912	fau	0.9865144469529802	0.0	nonessential
b1710	btuE	0.9865144469529802	0.0	nonessential
b3500	gor	0.986514446952968	0.0	nonessential
b4120	melB	0.9865144469529709	0.0	nonessential
b0937	ssuE	0.9865144469529686	0.0	nonessential
b2988	gss	0.9865144469529731	0.0	nonessential
b0334	prpD	0.9865144469529601	0.0	nonessential
b3610	grxC	0.9865144469529791	0.0	nonessential
b2463	maeB	0.9865144469529791	0.0	nonessential
b3288	fmt	0.9865144469529791	0.0	nonessential
b1479	maeA	0.9865144469529791	0.0	nonessential
b2210	mqo	0.9865144469529791	0.0	nonessential
b0849	grxA	0.9865144469529791	0.0	nonessential
b0684	fldA	0.9865144469529791	0.0	nonessential
b1654	grxD	0.9865144469529805	0.0	nonessential
b0477	gsk	0.9865144469529791	0.0	nonessential
b0403	malZ	0.9865144469529699	0.0	nonessential
b0963	mgsA	0.9865144469529699	0.0	nonessential
b4242	mgtA	0.9865144469529699	0.0	nonessential
b3779	gpp	0.9865144469529699	0.0	nonessential
b4154	frdA	0.9865144469529676	0.0	nonessential
b2114	metG	0.9865144469529802	0.0	nonessential
b0904	focA	0.9865144469529771	0.0	nonessential
b2492	focB	0.9865144469529854	0.0	nonessential
b0830	gsiB	0.9865144469529802	0.0	nonessential
b1778	msrB	0.9865144469529802	0.0	nonessential
b4219	msrA	0.9865144469529802	0.0	nonessential
b2374	frc	0.9865144469529802	0.0	nonessential
b3829	metE	0.9865144469529802	0.0	nonessential
b4019	metH	0.9865144469529802	0.0	nonessential
b0197	metQ	0.9865144469529802	0.0	nonessential
b0198	metI	0.9865144469529802	0.0	nonessential
b0199	metN	0.9865144469529771	0.0	nonessential
b0831	gsiC	0.9865144469529802	0.0	nonessential
b0832	gsiD	0.9865144469529802	0.0	nonessential
b2724	hycB	0.9865144469529495	0.0	nonessential
b0084	ftsI	0.9865144469529495	0.0	nonessential
b0104	guaC	0.9865144469529495	0.0	nonessential
b2487	hyfG	0.9865144469529837	0.0	nonessential
b2488	hyfH	0.9865144469529777	0.0	nonessential
b3396	mrcA	0.9865144469529495	0.0	nonessential
b2484	hyfD	0.9865144469529495	0.0	nonessential
b0635	mrdA	0.9865144469529495	0.0	nonessential
b2895	fldB	0.9865144469529717	0.0	nonessential
b2521	sseA	0.9865144469529495	0.0	nonessential
b2053	gmd	0.9865144469529495	0.0	nonessential
b2721	hycE	0.9865144469529495	0.0	nonessential
b3559	glyS	0.9865144469529717	0.0	nonessential
b0333	prpC	0.9865144469529601	0.0	nonessential
b0331	prpB	0.9865144469529601	0.0	nonessential
b3560	glyQ	0.9865144469529601	0.0	nonessential
b0212	gloB	0.9865144469529601	0.0	nonessential
b2720	hycF	0.9865144469529612	0.0	nonessential
b2723	hycC	0.9865144469529495	0.0	nonessential
b2328	mepA	0.9865144469529717	0.0	nonessential
b2239	glpQ	0.9865144469529717	0.0	nonessential
b3924	fpr	0.9865144469529717	0.0	nonessential
b3449	ugpQ	0.9865144469529717	0.0	nonessential
b2134	pbpG	0.9865144469529717	0.0	nonessential
b2719	hycG	0.9865144469529717	0.0	nonessential
b2010	dacD	0.9865144469529717	0.0	nonessential
b2482	hyfB	0.9865144469529717	0.0	nonessential
b2486	hyfF	0.9865144469529495	0.0	nonessential
b3437	gntK	0.9865144469529717	0.0	nonessential
b2483	hyfC	0.9865144469529717	0.0	nonessential
b3182	dacB	0.9865144469529717	0.0	nonessential
b4268	idnK	0.9865144469529717	0.0	nonessential
b2722	hycD	0.9865144469529636	0.0	nonessential
b0839	dacC	0.9865144469529495	0.0	nonessential
b0632	dacA	0.9865144469529495	0.0	nonessential
b0149	mrcB	0.9865144469529495	0.0	nonessential
b4079	fdhF	0.9865144469529495	0.0	nonessential
b2489	hyfI	0.9865144469529717	0.0	nonessential
b3622	waaL	0.9865144469529606	0.0	nonessential
b4192	ulaG	0.9865144469529682	0.0	nonessential
b2927	epd	0.9865144469529606	0.0	nonessential
b2923	argO	0.9865144469529606	0.0	nonessential
b0048	folA	0.986514446952968	0.0	nonessential
b1606	folM	0.9865144469529686	0.0	nonessential
b0863	artI	0.9865144469529847	0.0	nonessential
b0862	artQ	0.9865144469529847	0.0	nonessential
b0680	glnS	0.9865144469529722	0.0	nonessential
b0864	artP	0.9865144469529847	0.0	nonessential
b3564	xylB	0.9865144469529847	0.0	nonessential
b2310	argT	0.9865144469529847	0.0	nonessential
b2307	hisM	0.9865144469529782	0.0	nonessential
b0348	mhpB	0.9865144469529847	0.0	nonessential
b0861	artM	0.9865144469529692	0.0	nonessential
b2308	hisQ	0.9865144469529847	0.0	nonessential
b2306	hisP	0.9865144469529847	0.0	nonessential
b0860	artJ	0.9865144469529847	0.0	nonessential
b3502	arsB	0.9865144469529572	0.0	nonessential
b1453	ansP	0.9865144469529632	0.0	nonessential
b2303	folX	0.9865144469529572	0.0	nonessential
b0578	nfsB	0.9865144469529572	0.0	nonessential
b0930	asnS	0.9865144469529674	0.0	nonessential
b0674	asnB	0.9865144469529681	0.0	nonessential
b1851	edd	0.9865144469529712	0.0	nonessential
b2957	ansB	0.9865144469529606	0.0	nonessential
b4195	ulaC	0.9865144469529606	0.0	nonessential
b2341	fadJ	0.9865144469529606	0.0	nonessential
b0828	iaaA	0.9865144469529606	0.0	nonessential
b1767	ansA	0.9865144469529606	0.0	nonessential
b0945	pyrD	0.9865144469529606	0.0	nonessential
b3792	wzxE	0.9865144469529652	0.0	nonessential
b3785	wzzE	0.9865144469529606	0.0	nonessential
b3793	wzyE	0.9865144469529606	0.0	nonessential
b4194	ulaB	0.986514446952979	0.0	nonessential
b4193	ulaA	0.9865144469529606	0.0	nonessential
b1850	eda	0.9865144469529606	0.0	nonessential
b0754	aroG	0.9865144469529463	0.0	nonessential
b4122	fumB	0.9865144469529463	0.0	nonessential
b2841	araE	0.9865144469529463	0.0	nonessential
b1901	araF	0.9865144469529463	0.0	nonessential
b2601	aroF	0.9865144469529463	0.0	nonessential
b3526	kdgK	0.9865144469529463	0.0	nonessential
b0604	dsbG	0.9865144469529463	0.0	nonessential
b3909	kdgT	0.9865144469529463	0.0	nonessential
b2541	hcaB	0.9865144469529771	0.0	nonessential
b4460	araH	0.9865144469529463	0.0	nonessential
b4136	dsbD	0.9865144469529463	0.0	nonessential
b1900	araG	0.9865144469529463	0.0	nonessential
b3781	trxA	0.9865144469529463	0.0	nonessential
b2715	ascF	0.9865144469529463	0.0	nonessential
b2344	fadL	0.9865144469529463	0.0	nonessential
b2065	dcd	0.9865144469529463	0.0	nonessential
b2582	trxC	0.9865144469529463	0.0	nonessential
b1734	chbF	0.9865144469529463	0.0	nonessential
b3693	dgoK	0.9865144469529463	0.0	nonessential
b2251	nudI	0.9865144469529882	0.0	nonessential
b1198	dhaM	0.9865144469529882	0.0	nonessential
b1200	dhaK	0.9865144469529882	0.0	nonessential
b1876	argS	0.9865144469529882	0.0	nonessential
b3640	dut	0.9865144469529815	0.0	nonessential
b1199	dhaL	0.9865144469529882	0.0	nonessential
b4384	deoD	0.9865144469529641	0.0	nonessential
b4382	deoA	0.9865144469529442	0.0	nonessential
b1528	ydeA	0.9865144469529463	0.0	nonessential
b2938	speA	0.9865144469529442	0.0	nonessential
b1393	paaF	0.9865144469529442	0.0	nonessential
b1238	tdk	0.9865144469529646	0.0	nonessential
b4117	adiA	0.9865144469529463	0.0	nonessential
b2146	preT	0.9865144469529463	0.0	nonessential
b4115	adiC	0.9865144469529463	0.0	nonessential
b4477	dgoA	0.9865144469529463	0.0	nonessential
b2147	preA	0.9865144469529463	0.0	nonessential
b1704	aroH	0.9865144469529766	0.0	nonessential
b1605	ydgI	0.9865144469529442	0.0	nonessential
b3417	malP	0.9865144469529722	0.0	nonessential
b4130	dtpC	0.9865144469529722	0.0	nonessential
b2097	fbaB	0.9865144469529722	0.0	nonessential
b1326	mpaA	0.9865144469529722	0.0	nonessential
b3428	glgP	0.9865144469529722	0.0	nonessential
b4476	gntU	0.9865144469529722	0.0	nonessential
b2132	bglX	0.9865144469529722	0.0	nonessential
b0344	lacZ	0.9865144469529722	0.0	nonessential
b2378	lpxP	0.9865144469529572	0.0	nonessential
b2257	arnT	0.9865144469529722	0.0	nonessential
b3415	gntT	0.9865144469529722	0.0	nonessential
b2925	fbaA	0.9865144469529722	0.0	nonessential
b0124	gcd	0.9865144469529722	0.0	nonessential
b0837	yliI	0.9865144469529722	0.0	nonessential
b3605	lldD	0.9865144469529722	0.0	nonessential
b0307	ykgF	0.9865144469529722	0.0	nonessential
b0306	ykgE	0.9865144469529722	0.0	nonessential
b1773	ydjI	0.9865144469529722	0.0	nonessential
b2738	ygbL	0.9865144469529722	0.0	nonessential
b3870	glnA	0.9865144469529722	0.0	nonessential
b2800	fucA	0.9865144469529722	0.0	nonessential
b2170	setB	0.9865144469529722	0.0	nonessential
b2803	fucK	0.98651444695298	0.0	nonessential
b3431	glgX	0.9865144469529722	0.0	nonessential
b1621	malX	0.9865144469529722	0.0	nonessential
b0070	setA	0.9865144469529722	0.0	nonessential
b3925	glpX	0.9865144469529722	0.0	nonessential
b2799	fucO	0.9865144469529722	0.0	nonessential
b0709	dtpD	0.9865144469529777	0.0	nonessential
b2930	yggF	0.9865144469529797	0.0	nonessential
b2788	gudX	0.9865144469529722	0.0	nonessential
b1634	dtpA	0.9865144469529722	0.0	nonessential
b4232	fbp	0.9865144469529722	0.0	nonessential
b3496	dtpB	0.9865144469529722	0.0	nonessential
b2787	gudD	0.9865144469529722	0.0	nonessential
b3126	garL	0.9865144469529722	0.0	nonessential
b2802	fucI	0.9865144469529722	0.0	nonessential
b0654	gltJ	0.9865144469529674	0.0	nonessential
b0822	ybiV	0.9865144469529674	0.0	nonessential
b0652	gltL	0.9865144469529674	0.0	nonessential
b1866	aspS	0.9865144469529674	0.0	nonessential
b3946	fsaB	0.9865144469529646	0.0	nonessential
b4139	aspA	0.9865144469529636	0.0	nonessential
b0825	fsaA	0.9865144469529743	0.0	nonessential
b2440	eutC	0.9865144469529842	0.0	nonessential
b0308	ykgG	0.9865144469529722	0.0	nonessential
b2441	eutB	0.9865144469529842	0.0	nonessential
b0002	thrA	0.9865144469529842	0.0	nonessential
b0895	dmsB	0.9865144469529842	0.0	nonessential
b0585	fes	0.9865144469529842	0.0	nonessential
b1589	ynfG	0.9865144469529842	0.0	nonessential
b1588	ynfF	0.9865144469529842	0.0	nonessential
b1590	ynfH	0.9865144469529842	0.0	nonessential
b4024	lysC	0.9865144469529746	0.0	nonessential
b4244	pyrI	0.9865144469529538	0.0	nonessential
b3940	metL	0.9865144469529842	0.0	nonessential
b0459	maa	0.9865144469529722	0.0	nonessential
b3432	glgB	0.9865144469529722	0.0	nonessential
b3350	kefB	0.986514446952981	0.0	nonessential
b0047	kefC	0.9865144469529781	0.0	nonessential
b3882	yihU	0.9865144469529781	0.0	nonessential
b1701	fadK	0.9865144469529781	0.0	nonessential
b1297	puuA	0.9865144469529781	0.0	nonessential
b1301	puuB	0.9865144469529781	0.0	nonessential
b2052	wcaG	0.9865144469529674	0.0	nonessential
b1298	puuD	0.9865144469529696	0.0	nonessential
b2467	nudK	0.9865144469529664	0.0	nonessential
b0842	mdfA	0.9865144469529641	0.0	nonessential
b3747	kup	0.9865144469529674	0.0	nonessential
b2051	wcaH	0.9865144469529674	0.0	nonessential
b0404	acpH	0.9865144469529674	0.0	nonessential
b3650	spoT	0.9865144469529674	0.0	nonessential
b3666	uhpT	0.9865144469529674	0.0	nonessential
b2784	relA	0.9865144469529674	0.0	nonessential
b1805	fadD	0.9865144469529781	0.0	nonessential
