gene_id	name	dependency_score	essential	wt_biomass	ko_biomass
b0314	betT	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b1801	yeaV	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b0311	betA	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b2599	pheA	0.9999999999999989	True	0.9823718127269785	1.0993846592890863e-15
b2600	tyrA	1.0	True	0.9823718127269785	0.0
b2329	aroC	1.0	True	0.9823718127269785	0.0
b4039	ubiC	1.0	True	0.9823718127269785	0.0
b2539	hcaF	0.0	False	0.9823718127269785	0.9823718127269832
b2538	hcaE	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b2540	hcaC	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b2542	hcaD	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b0110	ampD	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b4169	amiB	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b2435	amiA	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b2817	amiC	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b1107	nagZ	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b0433	ampG	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b3619	hldD	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b2937	speB	3.616465408284138e-15	False	0.9823718127269785	0.9823718127269749
b3018	plsC	1.0	True	0.9823718127269785	0.0
b3958	argC	1.0	True	0.9823718127269785	0.0
b0574	cusB	3.955509040310776e-15	False	0.9823718127269785	0.9823718127269746
b0572	cusC	0.0	False	0.9823718127269785	0.9823718127269869
b0573	cusF	0.0	False	0.9823718127269785	0.9823718127269869
b1463	nhoA	0.0	False	0.9823718127269785	0.9823718127269869
b0575	cusA	0.0	False	0.9823718127269785	0.9823718127269869
b4006	purH	0.9999999999997773	True	0.9823718127269785	2.1877754719852822e-13
b0614	citX	1.130145440088793e-15	False	0.9823718127269785	0.9823718127269774
b0616	citE	0.0	False	0.9823718127269785	0.9823718127269869
b0522	purK	0.9999999999997292	True	0.9823718127269785	2.6605108754795894e-13
b1993	cobU	6.328814464497241e-15	False	0.9823718127269785	0.9823718127269723
b0523	purE	0.9999999999997281	True	0.9823718127269785	2.67150472207248e-13
b0617	citD	6.328814464497241e-15	False	0.9823718127269785	0.9823718127269723
b0185	accA	1.0	True	0.9823718127269785	-7.16017555199346e-16
b0615	citF	0.0	False	0.9823718127269785	0.9823718127269846
b0612	citT	0.0	False	0.9823718127269785	0.9823718127269815
b1249	clsA	0.0	False	0.9823718127269785	0.9823718127269815
b0727	sucB	0.004732905642714836	False	0.9823718127269785	0.977722339631279
b2316	accD	1.0	True	0.9823718127269785	-9.025801495749189e-16
b0726	sucA	0.004732905642709976	False	0.9823718127269785	0.9777223396312837
b0116	lpd	0.028930644882046587	False	0.9823718127269785	0.9539511626708419
b0789	clsB	2.147276336168707e-15	False	0.9823718127269785	0.9823718127269764
b3256	accC	0.9999999999999997	True	0.9823718127269785	3.673584810118448e-16
b2587	kgtP	0.0	False	0.9823718127269785	0.9823718127269795
b3255	accB	1.0	True	0.9823718127269785	-3.0556788901477164e-16
b1488	ddpX	0.0	False	0.9823718127269785	0.9823718127270494
b1592	clcB	2.4863199681953447e-15	False	0.9823718127269785	0.982371812726976
b0155	clcA	2.4863199681953447e-15	False	0.9823718127269785	0.982371812726976
