b_number	gene_name	ppi_degree	ppi_betweenness	ppi_eigen	met_degree	met_betweenness	met_eigen	fba_dep_full	fba_dep_ltee	ppi_degree_norm	ppi_eigen_norm	ppi_betweenness_norm	met_degree_norm	met_eigen_norm	fba_dep_ltee_norm	composite_integration	ppi_composite	met_composite
b2937	speB	32	0.00012379025305911745	0.00014504598296372572	118	0.00014897357393726005	0.016676511787773938	0.0	3.616465408284138e-15	0.06153846153846154	0.001973632833348304	0.002199329814538882	0.23246492985971942	0.2907242881805743	3.616465408284138e-15	0.11734026248242144	0.031756047185904926	0.26159460902014686
b3018	plsC	51	0.00032798029678592	0.00016586824326162501	25	2.2939502389820935e-05	0.002123423047582761	1.0	1.0	0.09807692307692309	0.0022569602013233023	0.005827089188985681	0.04609218436873747	0.036116302782268316	1.0	0.23650847408585043	0.0501669416391232	0.041104243575502894
b3958	argC	61	0.00018111776768666395	0.0014280163557349069	242	0.0005691919795193833	0.03479829321219999	1.0	1.0	0.11730769230769231	0.019430941199810044	0.0032178438655083466	0.48096192384769537	0.6077669684439908	1.0	0.44509350515983764	0.06836931675375117	0.5443644461458431
b0574	cusB	27	0.00011040759284266068	0.00011250590232074542	107	0.00011764650429745576	0.012877313884635805	0.0	3.955509040310776e-15	0.051923076923076926	0.001530861718667736	0.0019615656700723485	0.21042084168336672	0.22425687761802715	3.955509040310776e-15	0.09762633158862849	0.026726969320872332	0.21733885965069694
b0572	cusC	61	0.000818283144554349	0.0006514406386744979	107	0.00011788559859939436	0.014264905733234067	0.0	0.0	0.11730769230769231	0.008864117483259895	0.014538095464539961	0.21042084168336672	0.24853295889766852	0.0	0.1170251220743975	0.06308590489547611	0.22947690029051762
b0573	cusF	21	0.00020591286007086052	4.9952283226509064e-05	107	9.37689947226229e-05	0.015513522055680892	0.0	0.0	0.04038461538461539	0.0006796980120518581	0.0036583679341421413	0.21042084168336672	0.27037764713320883	0.0	0.10437256044264856	0.020532156698333623	0.24039924440828778
b1463	nhoA	10	4.5731342528739265e-05	2.3679163890631136e-05	63	6.125868503213369e-06	0.006580220155980516	0.0	0.0	0.019230769230769232	0.0003222011004087772	0.0008124896960531609	0.1222444889779559	0.11408848816201894	0.0	0.05117718949423057	0.009776485165589004	0.11816648856998742
b0575	cusA	23	5.724111221182431e-05	8.360706873922797e-05	107	9.85384939471205e-05	0.014187225367230744	0.0	0.0	0.04423076923076923	0.0011376368555137157	0.0010169789752728729	0.21042084168336672	0.2471739318315799	0.0	0.10059263592024592	0.022684203043141473	0.2287973867574733
b4006	purH	72	0.0001774060953100981	0.00025432259722716683	121	0.00013188295475157006	0.016961540614013296	1.0	0.9999999999997772	0.13846153846153847	0.0034605538043441155	0.0031519001298922376	0.23847695390781562	0.2957109007495493	0.9999999999997772	0.33522198938460496	0.0709610461329413	0.2670939273286825
b0614	citX	14	5.503801058865753e-05	5.565261538533574e-06	36	2.754801188835953e-05	0.0034648611133926183	0.0	1.130145440088793e-15	0.026923076923076925	7.572621229618798e-05	0.0009778373872677516	0.06813627254509017	0.059584918247328776	1.130145440088793e-15	0.03094399878555864	0.013499401567686557	0.06386059539620947
b0616	citE	30	0.0004536814483070715	8.405391785415641e-05	36	2.7603218325009547e-05	0.0034648611133926183	0.0	0.0	0.057692307692307696	0.0011437171072156602	0.008060369139793376	0.06813627254509017	0.059584918247328776	0.0	0.03731144311838846	0.02941801239976168	0.06386059539620947
b0522	purK	43	8.61888230403782e-05	0.00010580581630516689	278	0.0019889804889042764	0.044066270799788185	1.0	0.9999999999997292	0.0826923076923077	0.001439694011183478	0.00153128088446668	0.5531062124248497	0.769911317620926	0.9999999999997292	0.4814299063497992	0.04206600085174559	0.6615087650228879
b1993	cobU	19	5.646055058005206e-05	0.00045934986793504215	296	0.0008172051945383726	0.0440546775120825	0.0	6.328814464497241e-15	0.03653846153846154	0.006250348770965503	0.001003111062198796	0.5891783567134268	0.7697084916999424	6.328814464497241e-15	0.28033513174456054	0.02139440515471352	0.6794434242066846
b0523	purE	50	9.730502409940832e-05	0.00013894773088377055	2	4.194679259093802e-08	0.00035167019957948944	1.0	0.999999999999728	0.09615384615384616	0.001890654247625981	0.001728777794032396	0.0	0.005119279998505787	0.999999999999728	0.22063275607994118	0.04902225020073607	0.0025596399992528934
b0617	citD	15	8.484293857433949e-05	1.611234680625432e-05	36	2.754801188835953e-05	0.0034648611133926183	0.0	6.328814464497241e-15	0.028846153846153848	0.00021923983022039965	0.0015073691162948346	0.06813627254509017	0.059584918247328776	6.328814464497241e-15	0.0313573168937599	0.014532696838187123	0.06386059539620947
b0185	accA	68	0.0004771950883955695	0.0006949353532079232	297	0.0015691821557081138	0.04091063132060405	1.0	1.0	0.13076923076923078	0.009455947707898022	0.008478126179762215	0.5911823647294588	0.7147030367685222	1.0	0.48922211599502197	0.0701125892385644	0.6529427007489905
b0615	citF	21	0.00026752714040665065	2.4134248812045636e-05	36	2.7603218325009547e-05	0.0034648611133926183	0.0	0.0	0.04038461538461539	0.00032839341628346095	0.004753043164179401	0.06813627254509017	0.059584918247328776	0.0	0.03368683991866356	0.020356504400449425	0.06386059539620947
b0612	citT	20	9.044350666174925e-05	1.9843123516099055e-05	42	6.734242674382888e-05	0.0037896046823021994	0.0	0.0	0.038461538461538464	0.0002700043068228449	0.0016068720744729145	0.08016032064128255	0.0652663448727833	0.0	0.036831641656485434	0.019365771384180653	0.07271333275703293
b1249	clsA	21	0.00015607436094493575	3.069989172694531e-05	15	1.0262395131925298e-05	0.0016996056237760437	0.0	0.0	0.04038461538461539	0.0004177317637792847	0.002772908099213375	0.026052104208416832	0.028701567506579293	0.0	0.019111203772678158	0.020401173574197337	0.02737683585749806
b0727	sucB	88	0.00028527437858111125	0.0003762367750054533	246	0.0012036883214320744	0.027585248246405215	0.0053744753699345	0.0047329056427148	0.16923076923076924	0.005119433417535906	0.005068350945513151	0.4889779559118236	0.48157390523146804	0.0047329056427148	0.2299269938868623	0.08717510132415257	0.4852759305716458
b2316	accD	82	0.000753155357434423	0.000672268285911785	276	0.0013452596297681642	0.039135954159603206	1.0	1.0	0.1576923076923077	0.009147518151027344	0.01338099722434661	0.5490981963927856	0.6836548527876916	1.0	0.4799185750047624	0.08341991292166752	0.6163765245902386
b0726	sucA	113	0.0004879858666613743	0.0008219368026114195	220	0.0009525962027394292	0.02433073871701421	0.0053744753699273	0.0047329056427099	0.2173076923076923	0.011184049550527124	0.008669841438238412	0.4368737474949899	0.4246358813156634	0.0047329056427099	0.21894685526231653	0.11424587092910972	0.43075481440532665
b0116	lpd	113	0.000525247987887439	0.0005937169492707401	361	0.003913252691441952	0.03624539750837869	0.029125536078023	0.0289306448820465	0.2173076923076923	0.008078674368315117	0.009331862010458337	0.719438877755511	0.6330842269372867	0.0289306448820465	0.32136802325017033	0.11269318333800371	0.6762615523463988
b0789	clsB	18	6.931851834853634e-05	3.4618574479946564e-05	15	1.0262395131925298e-05	0.0016996056237760437	0.0	2.147276336168707e-15	0.03461538461538462	0.00047105306773248133	0.00123155321470092	0.026052104208416832	0.028701567506579293	2.147276336168707e-15	0.017968021879623076	0.017543218841558548	0.02737683585749806
b3256	accC	102	0.0007519824957385234	0.0005568353113098582	312	0.0014907937856723015	0.04585573071031218	1.0	0.9999999999999996	0.19615384615384618	0.007576827918382988	0.01336015947959387	0.6212424849699398	0.8012181275293471	0.9999999999999996	0.5252382573143031	0.10186533703611458	0.7112303062496435
b2587	kgtP	19	0.0005667377798989287	6.705994591779504e-05	200	0.0007679380720344757	0.024669579598947222	0.0	0.0	0.03653846153846154	0.0009124810516056928	0.010068993846890638	0.39679358717434865	0.43056394207717674	0.0	0.1729616943683185	0.018725471295033616	0.4136787646257627
b3255	accB	114	0.0006890423306392363	0.000985077813767184	207	0.000939616442302458	0.026776955339929402	1.0	1.0	0.21923076923076923	0.013403900452314472	0.012241927807761399	0.4108216432865731	0.4674327265302623	1.0	0.4221778078999838	0.11631733484154184	0.43912718490841773
b1488	ddpX	12	3.795765368844264e-05	0.0023656501549294507	78	0.0001635419227097513	0.009463859526277624	0.0	0.0	0.023076923076923078	0.032189273515778154	0.0006743778074923731	0.15230460921843686	0.1645380953755692	0.0	0.07442178023734146	0.027633098296350616	0.15842135229700305
b1592	clcB	11	0.0002414341100904333	0.0004345612964935138	184	0.00041658641596654115	0.02189218110250285	0.0	2.4863199681953447e-15	0.021153846153846155	0.005913052022105967	0.0042894591734534285	0.36472945891783565	0.38197303134665533	2.4863199681953447e-15	0.1547538776880891	0.01353344908797606	0.3733512451322455
b0155	clcA	16	0.0004174131796339334	8.021009436042977e-05	182	0.00033781939515637274	0.0231059939427157	0.0	2.4863199681953447e-15	0.03076923076923077	0.001091414409148443	0.0074160059315168236	0.3607214428857715	0.40320882860003826	2.4863199681953447e-15	0.1591581833328383	0.015930322589189607	0.3819651357429049
b4069	acs	111	0.0010698275443824631	0.001606165939767548	321	0.0023291102160512447	0.044842821853527115	0.0	2.4863199681953447e-15	0.21346153846153848	0.021855012939749886	0.019007179940504798	0.6392785571142284	0.7834971689052221	2.4863199681953447e-15	0.33161845548414826	0.11765827570064419	0.7113878630097252
b3035	tolC	168	0.004127176649962214	0.0018156634623146285	170	0.0003013866875418341	0.020928436668636075	0.0	0.0	0.3230769230769231	0.024705634381003098	0.0733258268063784	0.3366733466933867	0.36511221003743083	0.0	0.20991362283774878	0.1738912787289631	0.3508927783654088
b3542	dppC	191	5.871893692254141e-05	0.07308909895802605	283	0.0006707134287646606	0.03943755597256664	0.0	0.0	0.36730769230769234	0.9945194104374404	0.0010432348707624009	0.5631262525050099	0.6889314116929516	0.0	0.5227769533886188	0.6809135513725664	0.6260288320989807
b1119	nagK	48	0.000763179284784638	0.0013924790630759497	210	0.0006373291196248667	0.030689222535538185	0.0	0.0	0.09230769230769231	0.018947387183580817	0.013559088162326769	0.4168336673346693	0.5358782975562209	0.0	0.21279340887643264	0.05562753974563656	0.4763559824454451
b1487	ddpA	195	0.00037363696750100796	0.07298835727769425	324	0.0010435654553297641	0.047993912114673784	0.0	0.0	0.375	0.9931486238501327	0.006638252222058432	0.6452905811623246	0.8386258606573096	0.0	0.5704130131339534	0.6840743119250663	0.7419582209098171
b3541	dppD	192	0.00023824633809172544	0.07284724497181815	274	0.0008013565123744845	0.03680727010446142	0.0	0.0	0.36923076923076925	0.9912285163478366	0.00423282335742224	0.5450901803607214	0.6429142535586498	0.0	0.5096927438995954	0.6802296427893029	0.5940022169596857
b1485	ddpC	200	0.0006838431508739812	0.07312667942800083	288	0.0008954458003931632	0.04161254598062439	0.0	0.0	0.38461538461538464	0.9950307658567313	0.012149556148553207	0.5731462925851702	0.7269831156369869	0.0	0.5359551117388547	0.689823075236058	0.6500647041110785
b3543	dppB	189	0.0001726316156371308	0.0729198473896739	269	0.0008630459428262854	0.037165280178069554	0.0	0.0	0.3634615384615385	0.992216413514878	0.003067073940154568	0.5350701402805611	0.6491776815649625	0.0	0.507985154764388	0.6778389759882082	0.5921239109227618
b0463	acrA	54	0.0002799109322128904	0.00028037301363678505	135	0.0001686661701361649	0.014289070061417568	0.0	0.0	0.10384615384615385	0.0038150204093329344	0.0049730608300573315	0.2665330661322645	0.2489557166384575	0.0	0.12462999140524175	0.05383058712774339	0.257744391385361
b3784	wecA	61	0.0005518774257813708	0.00013337401735150588	21	3.824217349239722e-05	0.0019879869360111655	0.0	0.0	0.11730769230769231	0.0018148130295089209	0.009804976130974485	0.038076152304609215	0.03374683220918012	0.0	0.038189097970198115	0.059561252668600614	0.03591149225689467
b2470	acrD	52	0.0001731984353167257	0.0001803175957335373	113	0.00011208664053176032	0.011696103397368566	0.0	0.0	0.1	0.002453571757717253	0.0030771443890792107	0.2224448897795591	0.20359146233309897	0.0	0.10569798477407506	0.05122678587885863	0.21301817605632903
b0462	acrB	35	3.4329386984969165e-05	0.0001510665575313577	173	0.00037442883997219407	0.019622700514141517	0.0	0.0	0.06730769230769232	0.002055554465368074	0.0006099159056959765	0.3426853707414829	0.342268203676124	0.0	0.15086336423813346	0.0346816233865302	0.3424767872088035
b3816	corA	8	1.2780828448549051e-05	2.244176786411291e-05	14	9.017966160823304e-07	0.002139532460538603	1.27868680592673e-06	1.33969038945836e-06	0.015384615384615385	0.0003053639197031119	0.00022707165036633985	0.024048096192384766	0.03639813884139362	1.33969038945836e-06	0.015227510805697267	0.007844989652159249	0.030223117516889192
b1484	ddpD	193	0.00017031107960999696	0.07299974679447209	299	0.0008540959816693168	0.043761443143314226	0.0	0.0	0.37115384615384617	0.9933036003879824	0.0030258459440557976	0.595190380761523	0.7645783222070947	0.0	0.5448452299020892	0.6822287232709143	0.6798843514843088
b1486	ddpB	189	5.4701366432348145e-05	0.072809958643587	265	0.0005709120823196791	0.03568106513734027	0.0	0.0	0.3634615384615385	0.9907211632993183	0.0009718563708988137	0.5270541082164328	0.6232111662660952	0.0	0.5008895952486769	0.6770913508804284	0.575132637241264
b3544	dppA	199	0.0012765344481802281	0.07302156325637278	306	0.001017083132113976	0.04469486832724018	0.0	0.0	0.3826923076923077	0.9936004558033128	0.022679655318484176	0.6092184368737474	0.7809087047012996	0.0	0.5532839810141336	0.6881463817478103	0.6950635707875235
b1483	ddpF	201	0.0009340488576075331	0.0732171160869094	297	0.0008297484084162061	0.04343147443879878	0.0	0.0	0.38653846153846155	0.9962613325757345	0.01659485662244494	0.5911823647294588	0.7588054812246062	0.0	0.5465575280136522	0.691399897057098	0.6749939229770325
b3540	dppF	191	0.0004314900855063842	0.07280786558178981	319	0.0009187149599410007	0.04634387429330043	0.0	0.0	0.36730769230769234	0.9906926831208207	0.0076661044491032875	0.6352705410821643	0.8097582564647607	0.0	0.5606058345950876	0.6790001877142565	0.7225143987734626
b2416	ptsI	63	0.0006117741637926312	0.0007161779798795363	161	0.0015650593689173341	0.012506448198292297	0.0105552037046641	0.0105552037154242	0.12115384615384617	0.009744994978349773	0.010869136502622476	0.3186372745490982	0.21776853916706268	0.0105552037154242	0.1355719717127562	0.06544942056609797	0.26820290685808046
b0092	ddlB	37	5.851116272122065e-05	0.00013207793148302364	244	0.0006753444685330143	0.036550513760558984	0.0	0.0	0.07115384615384615	0.001797177259302758	0.0010395434331543162	0.48496993987975945	0.6384222713666705	0.0	0.23926864693191577	0.036475511706574454	0.561696105623215
b0381	ddlA	22	1.5194384319108613e-05	6.986894533771893e-05	284	0.0009814794733300548	0.0453196415117001	0.0	0.0	0.04230769230769231	0.000950702954554943	0.00026995229124072273	0.565130260521042	0.7918391844548461	0.0	0.2800455680476271	0.021629197631123625	0.678484722487944
b1325	ycjG	15	0.00012116100072477811	0.0004131305013919158	6	2.603339086090316e-07	0.0005260872393361379	0.0	0.0	0.028846153846153848	0.005621444354020104	0.002152616984522314	0.008016032064128254	0.00817072645804226	0.0	0.010130871344468892	0.017233799100086974	0.008093379261085257
b4053	alr	44	0.0002448085867333058	0.00010376629315125103	26	3.384012780394306e-06	0.003122067053602922	0.0	0.0	0.08461538461538462	0.0014119423301048708	0.004349412093055187	0.04809619238476954	0.05358769617800094	0.0	0.037542243101651995	0.04301366347274475	0.050841944281385235
b2174	lpxT	62	0.0010891148239226445	0.0009171503317339161	15	6.136529448776555e-06	0.0018062695735261837	0.0	0.0	0.11923076923076924	0.012479614883778165	0.01934984899469769	0.026052104208416832	0.030567665751792945	0.0	0.03766603081495144	0.0658551920572737	0.028309884980104887
b0914	msbA	213	0.00179927799586165	0.07308228385905523	328	0.0031462695595403573	0.04719108992348116	1.0	0.999999999999998	0.40961538461538466	0.9944266777549041	0.031967021983972235	0.6533066132264529	0.824580392758244	0.999999999999998	0.7763858136709967	0.7020210311851444	0.7389435029923485
b1102	fhuE	43	0.0002448694936207579	0.0031539549096349113	182	0.0004154192693061643	0.022485553503406582	0.0	0.0	0.0826923076923077	0.042915693612226954	0.004350494200330791	0.3607214428857715	0.39235415072840046	0.0	0.17573671898374132	0.06280400065226732	0.376537796807086
b2765	queD	26	0.00043862976906882875	0.00010212108405844963	175	0.0006044282147551227	0.0231998265464925	0.0	2.0342617921598275e-15	0.05	0.0013895560590966756	0.007792952230226723	0.34669338677354705	0.404850440950433	2.0342617921598275e-15	0.16058667675661575	0.025694778029548337	0.37577191386199005
b1101	ptsG	113	0.001671085317160223	0.0021265602023597028	122	0.00033441687782594516	0.009899988357899799	0.0	2.0342617921598275e-15	0.2173076923076923	0.02893598948216687	0.02968947610853882	0.24048096192384766	0.1721682201673445	2.0342617921598275e-15	0.1317785727762107	0.12312184089492959	0.20632459104559608
b0783	moaC	40	0.0002650449187364158	0.0013472776595882835	169	0.00035955854044945987	0.023429924510126154	1.0	1.0	0.07692307692307693	0.018332334134790122	0.004708942566670849	0.33466933867735466	0.4088760316694138	1.0	0.36776015628092706	0.04762770552893353	0.37177268517338424
b1190	dadX	33	0.0005025842341773029	8.223539036016717e-05	26	3.384012780394306e-06	0.003122067053602922	0.0	0.0	0.06346153846153846	0.001118972502110799	0.00892920454743284	0.04809619238476954	0.05358769617800094	0.0	0.033252879905283944	0.032290255481824626	0.050841944281385235
b2415	ptsH	123	0.003943256143446086	0.000994965033533446	172	0.001697864925251483	0.013251284049317384	0.0105552037046632	0.0105552037154403	0.23653846153846156	0.013538435316103874	0.07005818784862589	0.34068136272545085	0.23079952927971134	0.0105552037154403	0.16642259851503358	0.1250384484272827	0.2857404460025811
b0870	ltaE	25	0.00010610287269342562	6.337105306385763e-05	116	0.00044958013709602056	0.010531450561604901	0.0	3.2774217762575003e-15	0.04807692307692308	0.0008622864863618172	0.001885085501937159	0.2284569138276553	0.183215725092984	3.2774217762575003e-15	0.09212236969678549	0.024469604781642448	0.20583631946031966
b2417	crr	261	0.00575754374237132	0.07314593322612574	119	0.0003209576860496835	0.010138763084458734	0.0	7.119916272559396e-15	0.5019230769230769	0.9952927512448788	0.10229187919231233	0.2344689378757515	0.17634561186600897	7.119916272559396e-15	0.38160607558194465	0.7486079140839779	0.20540727487088023
b2551	glyA	197	0.002509799034850865	0.0009666370703356714	308	0.0031711510518708822	0.03435930940015332	0.0139298169888542	0.0142639323846969	0.3788461538461539	0.013152978255338583	0.044590553047923226	0.6132264529058116	0.6000868954366024	0.0142639323846969	0.32391528256572066	0.19599956605074623	0.6066566741712069
b0781	moaA	68	0.0009691520915014315	0.0018373593716265746	170	0.0004121985918499877	0.023922695955390188	1.0	1.0	0.13076923076923078	0.02500084944378848	0.017218521143533793	0.3366733466933867	0.4174971255952685	1.0	0.3819881105003349	0.07788504010650962	0.37708523614432765
b2436	hemF	24	0.0001104913759702131	3.883983426465254e-05	245	0.0007219318157005071	0.03165542552276273	8.54447898077872e-05	4.254482298008955e-05	0.046153846153846156	0.0005284915209661158	0.0019630542099680812	0.4869739478957915	0.5527821315432755	4.254482298008955e-05	0.21729619238737188	0.023341168837406136	0.5198780397195335
b0679	nagE	118	0.0040243792698327376	0.0012806574295427873	84	7.518651909770958e-05	0.0069405905366511705	0.0	0.0	0.22692307692307695	0.017425836273240305	0.07149946861267413	0.16432865731462923	0.1203932100157641	0.0	0.1058141561053421	0.12217445659815862	0.14236093366519667
b3867	hemN	29	0.00019648572221280588	0.00014146574385050727	88	0.00020579139852339363	0.010721992312332455	0.0	1.5822036161243105e-15	0.05576923076923077	0.0019249167136688441	0.003490879906251235	0.1723446893787575	0.18654927525220413	1.5822036161243105e-15	0.08331762242277257	0.02884707374144981	0.1794469823154808
b2290	alaA	41	0.0005758369514099763	0.00015129698882504508	131	0.0004880273416641001	0.012785496087430494	0.0	1.5822036161243105e-15	0.07884615384615384	0.0020586899314992946	0.010230655033432463	0.25851703406813625	0.22265051454366527	1.5822036161243105e-15	0.11241447847789124	0.04045242188882657	0.24058377430590078
b3959	argB	58	0.00027427703246999833	0.0006154217451434172	164	0.00011552597891306832	0.027639408004521124	1.0	1.0	0.11153846153846154	0.008374010350051002	0.004872965682253182	0.3246492985971944	0.48252143651844964	1.0	0.3854166414008313	0.059956235944256274	0.40358536755782204
b2379	alaC	19	0.00013766319050962438	0.0005413790897248343	150	0.0006565725136827841	0.013971665471300874	0.0	0.0	0.03653846153846154	0.007366515948506932	0.002445804510212716	0.29659318637274545	0.24340268630321302	0.0	0.11678017003258538	0.021952488743484235	0.26999793633797925
b0038	caiB	27	0.0001354706059431997	0.0004302973710186614	7	1.347350230488676e-07	0.000871426924743804	0.0	1.5822036161243105e-15	0.051923076923076926	0.005855033019137621	0.002406849774369881	0.01002004008016032	0.01421248454455109	1.5822036161243105e-15	0.016402126913385506	0.028889054971107275	0.012116262312355705
b2818	argA	84	0.0007981348976358387	0.0011181305290804582	211	0.0013012888015710006	0.02475527986186147	1.0	1.0	0.16153846153846155	0.015214341542393437	0.014180129961897287	0.4188376753507014	0.4320632781753922	1.0	0.4055307513213897	0.08837640154042749	0.4254504767630468
b0037	caiC	44	0.00048695893237182255	0.00017329250627936418	265	0.0013947374606733402	0.03985502042241769	0.0	0.0	0.08461538461538462	0.0023579817460487986	0.008651596324873107	0.5270541082164328	0.6962350009480937	0.0	0.26205249510519196	0.04348668318071671	0.6116445545822633
b2697	alaS	113	0.001085566735030199	0.0006313077049030567	184	0.0004925338194094874	0.025362149471486375	0.0	1.5822036161243105e-15	0.2173076923076923	0.008590169743991028	0.019286811578641497	0.36472945891783565	0.44268053279841485	1.5822036161243105e-15	0.2066615707535871	0.11294893102584166	0.40370499585812525
b3457	livH	191	0.0002473715914000223	0.07275330207601695	324	0.001764865841815819	0.045413362883466625	0.0	1.5822036161243105e-15	0.36730769230769234	0.989950240453361	0.0043949479283815745	0.6452905811623246	0.7934788507882438	1.5822036161243105e-15	0.5592054729423247	0.6786289663805267	0.7193847159752842
b0036	caiD	66	0.0012110930664577296	0.0004164515906462102	100	0.00020057995731223035	0.014856513640669597	0.0	1.5822036161243105e-15	0.12692307692307692	0.005666634235606793	0.021516985573733136	0.19639278557114226	0.25888320826032646	1.5822036161243105e-15	0.11757314099803078	0.06629485557934185	0.22763799691573436
b2677	proV	193	0.0002682205762641839	0.07275777493600073	270	0.0013317068702742257	0.0362466086326879	0.0	1.5822036161243105e-15	0.37115384615384617	0.9900111024168747	0.004765363149947706	0.5370741482965932	0.6331054156983765	1.5822036161243105e-15	0.5062689025131385	0.6805824742853605	0.5850897819974848
b3670	ilvN	55	0.0006388206959821463	0.00022187342320286737	206	0.0007517018325353736	0.02338898179469995	0.0	1.5822036161243105e-15	0.10576923076923078	0.0030190196510997153	0.011349660963590164	0.40881763527054105	0.4081597340863026	1.5822036161243105e-15	0.18515312395543512	0.05439412521016525	0.4084886846784218
b2678	proW	193	0.00039359491697258373	0.07274138992421811	307	0.0018017845119674505	0.0455298110000857	0.0	1.5822036161243105e-15	0.37115384615384617	0.9897881524490906	0.006992836789301663	0.6112224448897795	0.7955161241743346	1.5822036161243105e-15	0.5535361135334105	0.6804709993014684	0.703369284532057
b2679	proX	194	0.0005226587755028872	0.07279332173220147	314	0.0017551032231228653	0.04643911035148487	0.0	1.5822036161243105e-15	0.3730769230769231	0.9904947857472822	0.009285860553535889	0.625250501002004	0.8114244224137561	1.5822036161243105e-15	0.5600493264479935	0.6817858544121027	0.71833746170788
b3460	livJ	193	0.0003829429044970964	0.0728814335245763	344	0.0018822251164992256	0.04984373144497301	0.0	1.5822036161243105e-15	0.37115384615384617	0.991693718133294	0.006803586924766759	0.6853707414829658	0.870988665656748	1.5822036161243105e-15	0.5838413942853712	0.68142378214357	0.778179703569857
b3456	livM	192	0.0003223722641937205	0.07289944860437762	339	0.0017229726133993148	0.048066326210640636	0.0	1.5822036161243105e-15	0.36923076923076925	0.9919388483483113	0.005727453612063159	0.6753507014028055	0.8398927537147017	1.5822036161243105e-15	0.575282614539318	0.6805848087895403	0.7576217275587536
b3455	livG	187	3.3565423724431317e-05	0.07271079427013799	241	0.001265122936841119	0.030220576123353788	0.0	1.5822036161243105e-15	0.3596153846153846	0.9893718390413254	0.0005963428889633035	0.4789579158316633	0.5276792738987285	1.5822036161243105e-15	0.4711248826774207	0.674493611828355	0.5033185948651959
b3454	livF	192	0.00046980049162965206	0.07275289606820776	337	0.0016719522461426698	0.0474418249465854	0.0	1.5822036161243105e-15	0.36923076923076925	0.9899447159270939	0.008346749462033006	0.6713426853707414	0.8289670312403599	1.5822036161243105e-15	0.5718970403537933	0.6795877425789316	0.7501548583055506
b3671	ilvB	49	0.00021423813577978052	0.00019781603409358046	213	0.0009862826003993652	0.02268975993856765	0.0	1.5822036161243105e-15	0.09423076923076923	0.002691672060628362	0.003806279636626019	0.4228456913827655	0.3959267661360247	1.5822036161243105e-15	0.18313897976203788	0.04846122064569879	0.4093862287593951
b4208	cycA	11	0.00011645082776502591	0.00041054929504008336	198	0.0017994564116659364	0.021584805639564972	0.0011365097687922	0.0006478893703036	0.021153846153846155	0.005586322019009298	0.002068933305347099	0.3927855711422845	0.3765954617614886	0.0006478893703036	0.15935381808938642	0.013370084086427727	0.38469051645188657
b4111	proP	27	0.00048622042340261916	0.001278770304431286	163	0.0007506607944533001	0.019339073292044602	0.0	0.0	0.051923076923076926	0.017400158264069748	0.008638475543921978	0.3226452905811623	0.3373061123351442	0.0	0.14585492762069063	0.034661617593573335	0.32997570145815325
b0040	caiT	26	0.00015537810954850218	0.0004339463596969601	10	2.0250321471608682e-05	0.0015523753790708196	0.0	1.5822036161243105e-15	0.05	0.0059046846104251075	0.0027605380909393033	0.01603206412825651	0.02612575719831313	1.5822036161243105e-15	0.019612501187399267	0.027952342305212555	0.021078910663284822
b0078	ilvH	58	0.0001970055132405324	0.0017823302770760608	212	0.0008909410653651087	0.02389422276891789	0.0	1.5822036161243105e-15	0.11153846153846154	0.024252071535051198	0.0035001148167256714	0.42084168336673344	0.41699898387600853	1.5822036161243105e-15	0.19472624006325126	0.06789526653675637	0.418920333621371
b0720	gltA	167	0.0024353625466047506	0.0011055366599758022	236	0.001578373429807823	0.028610129985746694	1.0	1.0	0.3211538461538462	0.015042977447670068	0.04326807099587451	0.468937875751503	0.499504330832777	1.0	0.46092780603715927	0.16809841180075813	0.48422110329213996
b0007	yaaJ	19	0.00014427028806828762	0.0008434501885607069	50	0.00020495024893072976	0.005239433268280756	0.0	7.235191107448453e-13	0.03653846153846154	0.011476781027803721	0.0025631900578567267	0.09619238476953906	0.09063126513396667	7.235191107448453e-13	0.04696777849409891	0.024007621283132632	0.09341182495175288
b0077	ilvI	53	0.0001460934003091471	0.0009929378202687372	196	0.0007900182819182479	0.021294992057200764	0.0	5.085654480399569e-15	0.10192307692307692	0.013510851135020907	0.002595580532934423	0.3887775551102204	0.37152513932587844	5.085654480399569e-15	0.17514732449884035	0.05771696402904891	0.38015134721804944
b0337	codA	42	0.0008349609399502179	8.11352794981101e-05	208	0.0006986326907393363	0.02498927011381733	0.0	5.085654480399569e-15	0.08076923076923077	0.001104003353201505	0.014834402901906591	0.4128256513026052	0.4361569649326779	5.085654480399569e-15	0.1861711700715441	0.04093661706121614	0.4244913081176416
b1849	purT	37	0.00023896767091116	0.00010879240780743	291	0.0019719767132426523	0.03989289169835439	0.0	5.085654480399569e-15	0.07115384615384615	0.0014803323999773245	0.004245638976881635	0.5791583166332664	0.6968975633389953	5.085654480399569e-15	0.26973801170521805	0.03631708927691174	0.6380279399861308
b0336	codB	24	0.00013416645841594837	2.8944925298221645e-05	178	0.0003812161756420733	0.020323996266302623	0.0	2.825363600221983e-15	0.046153846153846156	0.0003938520306465218	0.002383679528988193	0.35270541082164325	0.3545374546793844	2.825363600221983e-15	0.15075811273710463	0.02327384909224634	0.35362143275051383
