b_number	gene_name	ppi_degree	ppi_betweenness	ppi_eigen	met_degree	met_betweenness	met_eigen	fba_dep_full	fba_dep_ltee	ppi_degree_norm	ppi_eigen_norm	ppi_betweenness_norm	met_degree_norm	met_eigen_norm	fba_dep_ltee_norm	composite_integration	ppi_composite	met_composite
b3528	dctA	37	0.00039922279641081666	0.0008953345166056561	198	0.0010628645685562723	0.021758073251068537	0.0	3.0513926882397413e-15	0.07115384615384615	0.012182768269045246	0.007092824976862964	0.3927855711422845	0.3796267988396352	3.0513926882397413e-15	0.17114979688096282	0.041668307211445696	0.3862061849909598
b4033	malF	203	0.0007767340895718649	0.07304399194302437	273	0.0017512892210713056	0.038333519603864	0.0	0.0	0.3903846153846154	0.9939056417276656	0.013799910727610366	0.5430861723446894	0.6696161666161083	0.0	0.5193985192146158	0.6921451285561405	0.6063511694803989
b4035	malK	212	0.0012745662454531853	0.07321519212737447	281	0.002016145946148406	0.04005022374844943	0.0	0.0	0.4076923076923077	0.9962351533625596	0.022644687081230675	0.5591182364729459	0.69965010591112	0.0	0.5325391606877867	0.7019637305274337	0.6293841711920329
b4034	malE	267	0.0050387498140856725	0.07347210158651997	281	0.002449635595210908	0.03921468135543889	0.0	0.0	0.5134615384615385	0.9997309064569017	0.08952136715342679	0.5591182364729459	0.6850321942638294	0.0	0.5514685751310431	0.7565962224592201	0.6220752153683877
b4036	lamB	73	0.0012521196210005185	0.00362562623622651	26	0.00011705073001964208	0.0026183425592711178	0.0	0.0	0.14038461538461539	0.049333699803704445	0.022245887263195475	0.04809619238476954	0.04477497738082852	0.0	0.05651789699078358	0.09485915759415992	0.04643558488279903
b4213	cpdB	21	9.133836928325357e-05	0.0007996747743969292	147	0.0004921176299646716	0.014924324760622545	0.0	0.0	0.04038461538461539	0.010881131338500303	0.0016227707255763335	0.29058116232464926	0.2600695717153325	0.0	0.12038329615261949	0.025632873361557847	0.2753253670199909
b4123	dcuB	24	0.00015657759615416816	2.3795669747798123e-05	200	0.0012935753430943046	0.021033817548783917	0.0	0.0	0.046153846153846156	0.00032378638929636853	0.0027818488693632025	0.39679358717434865	0.36695586083025833	0.0	0.1620454161095499	0.02323881627157126	0.3818747240023035
b2835	lplT	58	0.0018617825815943675	0.0006075165558407705	5	2.3712791198180367e-06	0.0002600007638087975	0.0	0.0	0.11153846153846154	0.008266444867417545	0.03307751489880389	0.006012024048096192	0.003515512524751712	0.0	0.0258664885957454	0.05990245320293955	0.004763768286423952
b4138	dcuA	11	3.154212891346327e-05	1.6856588586993078e-05	161	0.0008250908738220023	0.015913253960835358	0.0	0.0	0.021153846153846155	0.00022936668781688317	0.0005603958536241096	0.3186372745490982	0.27737100345005267	0.0	0.12347829816816278	0.010691606420831518	0.29800413899957545
b4077	gltP	19	0.0002008560988080988	0.0012607647976863657	244	0.0018007989499102702	0.028948221510656607	0.0	0.0	0.03653846153846154	0.017155158309112455	0.0035685265650895557	0.48496993987975945	0.5054192815057448	0.0	0.20881656824661565	0.026846809923786998	0.4951946106927521
