gene_id	name	dependency_score	essential	retained
b3541	dppD	0	nonessential	0
b1487	ddpA	0	nonessential	0
b1119	nagK	0	nonessential	0
b3542	dppC	0	nonessential	0
b3035	tolC	0	nonessential	0
b4069	acs	0	nonessential	0
b0155	clcA	0	nonessential	0
b1592	clcB	0	nonessential	0
b1485	ddpC	0	nonessential	0
b0037	caiC	0	nonessential	0
b0038	caiB	0	nonessential	0
b2379	alaC	0	nonessential	0
b2290	alaA	0	nonessential	0
b3867	hemN	0	nonessential	0
b0679	nagE	0	nonessential	0
b2417	crr	0	nonessential	1
b0870	ltaE	0	nonessential	0
b1483	ddpF	0	nonessential	0
b1101	ptsG	0	nonessential	1
b2765	queD	0	nonessential	0
b1102	fhuE	0	nonessential	0
b2174	lpxT	0	nonessential	0
b4053	alr	0	nonessential	0
b1325	ycjG	0	nonessential	0
b0381	ddlA	0	nonessential	0
b0092	ddlB	0	nonessential	0
b3540	dppF	0	nonessential	0
b1190	dadX	0	nonessential	0
b1640	anmK	0	nonessential	0
b2066	udk	0	nonessential	0
b1865	nudB	0	nonessential	0
b0651	rihA	0	nonessential	0
b4260	pepA	0	nonessential	0
b0099	mutT	0	nonessential	0
b0237	pepD	0	nonessential	0
b2162	rihB	0	nonessential	0
b2429	murP	0	nonessential	0
b2143	cdd	0	nonessential	0
b0932	pepN	0	nonessential	0
b1872	torZ	0	nonessential	0
b2523	pepB	0	nonessential	0
b0894	dmsA	0	nonessential	0
b1982	amn	0	nonessential	0
b0896	dmsC	0	nonessential	0
b3222	nanK	0	nonessential	0
b1873	torY	0	nonessential	0
b2893	dsbC	0	nonessential	0
b3860	dsbA	0	nonessential	0
b0151	fhuC	0	nonessential	0
b0153	fhuB	0	nonessential	0
b0152	fhuD	0	nonessential	0
b1185	dsbB	0	nonessential	0
b0062	araA	0	nonessential	0
b4381	deoC	0	nonessential	0
b3575	yiaK	0	nonessential	0
b0425	panE	0	nonessential	0
b2871	ygeX	0	nonessential	0
b4042	dgkA	0	nonessential	0
b1189	dadA	0	nonessential	0
b3059	plsY	0	nonessential	0
b4129	lysU	0	nonessential	0
b0049	apaH	0	nonessential	1
b2975	glcA	0	nonessential	0
b3603	lldP	0	nonessential	0
b0968	yccX	0	nonessential	0
b0657	lnt	0	nonessential	0
b2421	cysM	0	nonessential	0
b3225	nanA	0	nonessential	0
b3008	metC	0	nonessential	0
b1919	dcyD	0	nonessential	0
b1677	lpp	0	nonessential	0
b4086	alsC	0	nonessential	0
b4087	alsA	0	nonessential	0
b0733	cydA	0	nonessential	0
b4088	alsB	0	nonessential	0
b4085	alsE	0	nonessential	0
b0511	ybbW	0	nonessential	0
b0512	allB	0	nonessential	0
b0341	cynX	0	nonessential	0
b0340	cynS	0	nonessential	0
b1308	pspE	0	nonessential	0
b3224	nanT	0	nonessential	0
b3425	glpE	0	nonessential	0
b4311	nanC	0	nonessential	0
b0734	cydB	0	nonessential	0
b1587	ynfE	0	nonessential	0
b0978	cbdA	0	nonessential	0
b0979	cbdB	0	nonessential	0
b3223	nanE	0	nonessential	0
b3416	malQ	0	nonessential	0
b1519	tam	0	nonessential	0
b3091	uxaA	0	nonessential	0
b3001	gpr	0	nonessential	0
b3945	gldA	0	nonessential	0
b0886	cydC	0	nonessential	0
b0526	cysS	0	nonessential	1
b3012	dkgA	0	nonessential	0
b0207	dkgB	0	nonessential	0
b1622	malY	0	nonessential	0
b2810	csdA	0	nonessential	0
b2414	cysK	0	nonessential	1
b1781	yeaE	0	nonessential	0
b0887	cydD	0	nonessential	0
b3856	mobB	0	nonessential	0
b1397	paaJ	0	nonessential	0
b0474	adk	0	nonessential	1
b1095	fabF	0	nonessential	0
b3714	adeP	0	nonessential	0
b3580	lyxK	0	nonessential	0
b0312	betB	0	nonessential	0
b0653	gltK	0	nonessential	0
b1488	ddpX	0	nonessential	0
b1683	sufB	0	nonessential	0
b1680	sufS	0	nonessential	0
b1681	sufD	0	nonessential	0
b1682	sufC	0	nonessential	0
b1679	sufE	0	nonessential	0
b0638	cobC	0	nonessential	0
b2914	rpiA	0	nonessential	1
b4301	sgcE	0	nonessential	0
b1684	sufA	0	nonessential	0
b1243	oppA	0	nonessential	0
b1216	chaA	0	nonessential	0
b1192	ldcA	0	nonessential	0
b0936	ssuA	0	nonessential	0
b0365	tauA	0	nonessential	0
b0934	ssuC	0	nonessential	0
b0367	tauC	0	nonessential	0
b0366	tauB	0	nonessential	0
b3806	cyaA	0	nonessential	0
b1244	oppB	0	nonessential	0
b1247	oppF	0	nonessential	0
b2393	nupC	0	nonessential	0
b0933	ssuB	0	nonessential	0
b1329	mppA	0	nonessential	0
b1246	oppD	0	nonessential	0
b3551	bisC	0	nonessential	0
b0030	rihC	0	nonessential	0
b1245	oppC	0	nonessential	0
b1386	tynA	0	nonessential	0
b1377	ompN	0	nonessential	0
b1745	astB	0	nonessential	0
b2578	eamB	0	nonessential	0
b3654	xanP	0	nonessential	0
b3578	yiaN	0	nonessential	0
b1747	astA	0	nonessential	0
b1064	grxB	0	nonessential	0
b3503	arsC	0	nonessential	0
b3386	rpe	0	nonessential	1
b4138	dcuA	0	nonessential	0
b2835	lplT	0	nonessential	0
b4123	dcuB	0	nonessential	0
b4213	cpdB	0	nonessential	0
b4036	lamB	0	nonessential	0
b4034	malE	0	nonessential	0
b4035	malK	0	nonessential	0
b4033	malF	0	nonessential	0
b3528	dctA	0	nonessential	0
b4077	gltP	0	nonessential	0
b4237	nrdG	0	nonessential	0
b2675	nrdE	0	nonessential	0
b2676	nrdF	0	nonessential	0
b2235	nrdB	0	nonessential	1
b2234	nrdA	0	nonessential	1
b3902	rhaD	0	nonessential	0
b3904	rhaB	0	nonessential	0
b3748	rbsD	0	nonessential	0
b0241	phoE	0	nonessential	0
b3750	rbsC	0	nonessential	0
b3749	rbsA	0	nonessential	0
b1276	acnA	0	nonessential	0
b3583	sgbE	0	nonessential	0
b4198	ulaF	0	nonessential	0
b0061	araD	0	nonessential	0
b0063	araB	0	nonessential	0
b3752	rbsK	0	nonessential	0
b0929	ompF	0	nonessential	0
b3751	rbsB	0	nonessential	0
b4169	amiB	0	nonessential	0
b0110	ampD	0	nonessential	0
b2542	hcaD	0	nonessential	0
b2540	hcaC	0	nonessential	0
b2538	hcaE	0	nonessential	0
b2539	hcaF	0	nonessential	0
b0311	betA	0	nonessential	0
b1801	yeaV	0	nonessential	0
b4266	idnO	0	nonessential	0
b2131	osmF	0	nonessential	0
b2128	yehW	0	nonessential	0
b2129	yehX	0	nonessential	0
b2130	yehY	0	nonessential	0
b1241	adhE	0	nonessential	0
b1661	cfa	0	nonessential	0
b0677	nagA	0	nonessential	0
b0351	mhpF	0	nonessential	0
b0314	betT	0	nonessential	0
b2587	kgtP	0	nonessential	0
b0789	clsB	0	nonessential	0
b1249	clsA	0	nonessential	0
b0612	citT	0	nonessential	0
b0615	citF	0	nonessential	0
b0617	citD	0	nonessential	0
b1993	cobU	0	nonessential	0
b0616	citE	0	nonessential	0
b2435	amiA	0	nonessential	0
b0575	cusA	0	nonessential	0
b1463	nhoA	0	nonessential	0
b0573	cusF	0	nonessential	0
b0572	cusC	0	nonessential	0
b0574	cusB	0	nonessential	0
b2937	speB	0	nonessential	0
b0433	ampG	0	nonessential	0
b1107	nagZ	0	nonessential	0
b2817	amiC	0	nonessential	0
b0614	citX	0	nonessential	0
b0032	carA	0	nonessential	1
b0521	ybcF	0	nonessential	0
b2901	bglA	0	nonessential	0
b0323	yahI	0	nonessential	0
b3571	malS	0	nonessential	0
b1992	cobS	0	nonessential	0
b2874	yqeA	0	nonessential	0
b1927	amyA	0	nonessential	0
b2223	atoE	0	nonessential	0
b0411	tsx	0	nonessential	0
b2406	xapB	0	nonessential	0
b3197	kdsD	0	nonessential	0
b2964	nupG	0	nonessential	0
b1732	katE	0	nonessential	0
b2708	srlQ	0	nonessential	0
b3942	katG	0	nonessential	0
b4265	idnT	0	nonessential	0
b4132	cadB	0	nonessential	0
b4481	wecF	0	nonessential	0
b2794	queF	0	nonessential	0
b3845	fadA	0	nonessential	0
b3918	cdh	0	nonessential	0
b2342	fadI	0	nonessential	0
b2224	atoB	0	nonessential	0
b0469	apt	0	nonessential	0
b2222	atoA	0	nonessential	0
b3034	nudF	0	nonessential	0
b2662	gabT	0	nonessential	0
b2221	atoD	0	nonessential	0
b3915	fieF	0	nonessential	0
b2663	gabP	0	nonessential	0
b3469	zntA	0	nonessential	0
b3397	nudE	0	nonessential	0
b1444	patD	0	nonessential	0
b0444	queC	0	nonessential	0
b1302	puuE	0	nonessential	0
b0033	carB	0	nonessential	1
b0752	zitB	0	nonessential	0
b3600	mtlD	0	nonessential	0
b3617	kbl	0	nonessential	0
b0805	fiu	0	nonessential	0
b3927	glpF	0	nonessential	0
b0507	gcl	0	nonessential	0
b3653	gltS	0	nonessential	0
b3907	rhaT	0	nonessential	0
b2155	cirA	0	nonessential	0
b3722	bglF	0	nonessential	0
b0592	fepB	0	nonessential	0
b0590	fepD	0	nonessential	0
b2156	lysP	0	nonessential	0
b0588	fepC	0	nonessential	0
b3212	gltB	0	nonessential	0
b2890	lysS	0	nonessential	1
b3213	gltD	0	nonessential	0
b0589	fepG	0	nonessential	0
b3903	rhaA	0	nonessential	0
b0732	mngB	0	nonessential	0
b2485	hyfE	0	nonessential	0
b0731	mngA	0	nonessential	0
b2481	hyfA	0	nonessential	0
b4323	uxuB	0	nonessential	0
b1613	manA	0	nonessential	0
b1033	ghrA	0	nonessential	0
b2490	hyfJ	0	nonessential	0
b1800	dmlA	0	nonessential	0
b4367	fhuF	0	nonessential	0
b4014	aceB	0	nonessential	0
b0591	entS	0	nonessential	0
b3124	garK	0	nonessential	0
b0584	fepA	0	nonessential	0
b0514	glxK	0	nonessential	0
b2240	glpT	0	nonessential	0
b2976	glcB	0	nonessential	0
b0150	fhuA	0	nonessential	0
b2049	cpsB	0	nonessential	0
b3893	fdoH	0	nonessential	0
b1476	fdnI	0	nonessential	0
b1651	gloA	0	nonessential	0
b2091	gatD	0	nonessential	0
b3894	fdoG	0	nonessential	0
b1474	fdnG	0	nonessential	0
b0811	glnH	0	nonessential	0
b3458	livK	0	nonessential	0
b4291	fecA	0	nonessential	0
b0642	leuS	0	nonessential	1
b4054	tyrB	0	nonessential	0
b0809	glnQ	0	nonessential	0
b3892	fdoI	0	nonessential	0
b0810	glnP	0	nonessential	0
b2133	dld	0	nonessential	0
b1380	ldhA	0	nonessential	0
b0343	lacY	0	nonessential	0
b1475	fdnH	0	nonessential	0
b0186	ldcC	0	nonessential	0
b4290	fecB	0	nonessential	0
b4131	cadA	0	nonessential	0
b3825	pldB	0	nonessential	0
b0485	glsA	0	nonessential	0
b4287	fecE	0	nonessential	0
b1524	glsB	0	nonessential	0
b0494	tesA	0	nonessential	0
b0935	ssuD	0	nonessential	0
b3517	gadA	0	nonessential	0
b4289	fecC	0	nonessential	0
b1493	gadB	0	nonessential	0
b2392	mntH	0	nonessential	0
b0630	lipB	0	nonessential	1
b1492	gadC	0	nonessential	0
b4386	lplA	0	nonessential	0
b3409	feoB	0	nonessential	0
b0622	pagP	0	nonessential	0
b4288	fecD	0	nonessential	0
b0829	gsiA	0	nonessential	0
b3447	ggt	0	nonessential	0
b2912	fau	0	nonessential	0
b1710	btuE	0	nonessential	0
b3500	gor	0	nonessential	0
b4120	melB	0	nonessential	0
b0937	ssuE	0	nonessential	0
b2988	gss	0	nonessential	0
b0334	prpD	0	nonessential	0
b3610	grxC	0	nonessential	0
b2463	maeB	0	nonessential	0
b3288	fmt	0	nonessential	1
b1479	maeA	0	nonessential	0
b2210	mqo	0	nonessential	0
b0849	grxA	0	nonessential	0
b0684	fldA	0	nonessential	1
b1654	grxD	0	nonessential	1
b0477	gsk	0	nonessential	0
b0403	malZ	0	nonessential	0
b0963	mgsA	0	nonessential	0
b4242	mgtA	0	nonessential	0
b3779	gpp	0	nonessential	0
b4154	frdA	0	nonessential	0
b2114	metG	0	nonessential	1
b0904	focA	0	nonessential	0
b2492	focB	0	nonessential	0
b0830	gsiB	0	nonessential	0
b1778	msrB	0	nonessential	0
b4219	msrA	0	nonessential	0
b2374	frc	0	nonessential	0
b3829	metE	0	nonessential	1
b4019	metH	0	nonessential	0
b0197	metQ	0	nonessential	0
b0198	metI	0	nonessential	0
b0199	metN	0	nonessential	0
b0831	gsiC	0	nonessential	0
b0832	gsiD	0	nonessential	0
b2724	hycB	0	nonessential	0
b0084	ftsI	0	nonessential	1
b0104	guaC	0	nonessential	0
b2487	hyfG	0	nonessential	0
b2488	hyfH	0	nonessential	0
b3396	mrcA	0	nonessential	0
b2484	hyfD	0	nonessential	0
b0635	mrdA	0	nonessential	0
b2895	fldB	0	nonessential	0
b2521	sseA	0	nonessential	0
b2053	gmd	0	nonessential	0
b2721	hycE	0	nonessential	0
b3559	glyS	0	nonessential	1
b0333	prpC	0	nonessential	0
b0331	prpB	0	nonessential	0
b3560	glyQ	0	nonessential	1
b0212	gloB	0	nonessential	1
b2720	hycF	0	nonessential	0
b2723	hycC	0	nonessential	0
b2328	mepA	0	nonessential	0
b2239	glpQ	0	nonessential	0
b3924	fpr	0	nonessential	0
b3449	ugpQ	0	nonessential	0
b2134	pbpG	0	nonessential	0
b2719	hycG	0	nonessential	0
b2010	dacD	0	nonessential	0
b2482	hyfB	0	nonessential	0
b2486	hyfF	0	nonessential	0
b3437	gntK	0	nonessential	0
b2483	hyfC	0	nonessential	0
b3182	dacB	0	nonessential	0
b4268	idnK	0	nonessential	0
b2722	hycD	0	nonessential	0
b0839	dacC	0	nonessential	0
b0632	dacA	0	nonessential	0
b0149	mrcB	0	nonessential	1
b4079	fdhF	0	nonessential	0
b2489	hyfI	0	nonessential	0
b3622	waaL	0	nonessential	0
b4192	ulaG	0	nonessential	0
b2927	epd	0	nonessential	0
b2923	argO	0	nonessential	0
b0048	folA	0	nonessential	1
b1606	folM	0	nonessential	0
b0863	artI	0	nonessential	0
b0862	artQ	0	nonessential	0
b0680	glnS	0	nonessential	1
b0864	artP	0	nonessential	0
b3564	xylB	0	nonessential	0
b2310	argT	0	nonessential	0
b2307	hisM	0	nonessential	0
b0348	mhpB	0	nonessential	0
b0861	artM	0	nonessential	0
b2308	hisQ	0	nonessential	0
b2306	hisP	0	nonessential	0
b0860	artJ	0	nonessential	0
b3502	arsB	0	nonessential	0
b1453	ansP	0	nonessential	0
b2303	folX	0	nonessential	0
b0578	nfsB	0	nonessential	0
b0930	asnS	0	nonessential	1
b0674	asnB	0	nonessential	0
b1851	edd	0	nonessential	0
b2957	ansB	0	nonessential	0
b4195	ulaC	0	nonessential	0
b2341	fadJ	0	nonessential	0
b0828	iaaA	0	nonessential	0
b1767	ansA	0	nonessential	0
b0945	pyrD	0	nonessential	1
b3792	wzxE	0	nonessential	0
b3785	wzzE	0	nonessential	0
b3793	wzyE	0	nonessential	0
b4194	ulaB	0	nonessential	0
b4193	ulaA	0	nonessential	0
b1850	eda	0	nonessential	0
b0754	aroG	0	nonessential	0
b4122	fumB	0	nonessential	0
b2841	araE	0	nonessential	0
b1901	araF	0	nonessential	0
b2601	aroF	0	nonessential	0
b3526	kdgK	0	nonessential	0
b0604	dsbG	0	nonessential	0
b3909	kdgT	0	nonessential	0
b2541	hcaB	0	nonessential	0
b4460	araH	0	nonessential	0
b4136	dsbD	0	nonessential	0
b1900	araG	0	nonessential	0
b3781	trxA	0	nonessential	1
b2715	ascF	0	nonessential	0
b2344	fadL	0	nonessential	0
b2065	dcd	0	nonessential	1
b2582	trxC	0	nonessential	0
b1734	chbF	0	nonessential	0
b3693	dgoK	0	nonessential	0
b2251	nudI	0	nonessential	0
b1198	dhaM	0	nonessential	0
b1200	dhaK	0	nonessential	0
b1876	argS	0	nonessential	1
b3640	dut	0	nonessential	1
b1199	dhaL	0	nonessential	0
b4384	deoD	0	nonessential	1
b4382	deoA	0	nonessential	0
b1528	ydeA	0	nonessential	0
b2938	speA	0	nonessential	0
b1393	paaF	0	nonessential	0
b1238	tdk	0	nonessential	0
b4117	adiA	0	nonessential	0
b2146	preT	0	nonessential	0
b4115	adiC	0	nonessential	0
b4477	dgoA	0	nonessential	0
b2147	preA	0	nonessential	0
b1704	aroH	0	nonessential	0
b1605	ydgI	0	nonessential	0
b3417	malP	0	nonessential	0
b4130	dtpC	0	nonessential	0
b2097	fbaB	0	nonessential	0
b1326	mpaA	0	nonessential	0
b3428	glgP	0	nonessential	0
b4476	gntU	0	nonessential	0
b2132	bglX	0	nonessential	0
b0344	lacZ	0	nonessential	0
b2378	lpxP	0	nonessential	0
b2257	arnT	0	nonessential	0
b3415	gntT	0	nonessential	0
b2925	fbaA	0	nonessential	1
b0124	gcd	0	nonessential	0
b0837	yliI	0	nonessential	0
b3605	lldD	0	nonessential	0
b0307	ykgF	0	nonessential	0
b0306	ykgE	0	nonessential	0
b1773	ydjI	0	nonessential	0
b2738	ygbL	0	nonessential	0
b3870	glnA	0	nonessential	0
b2800	fucA	0	nonessential	0
b2170	setB	0	nonessential	0
b2803	fucK	0	nonessential	0
b3431	glgX	0	nonessential	0
b1621	malX	0	nonessential	0
b0070	setA	0	nonessential	0
b3925	glpX	0	nonessential	0
b2799	fucO	0	nonessential	0
b0709	dtpD	0	nonessential	0
b2930	yggF	0	nonessential	0
b2788	gudX	0	nonessential	0
b1634	dtpA	0	nonessential	0
b4232	fbp	0	nonessential	0
b3496	dtpB	0	nonessential	0
b2787	gudD	0	nonessential	0
b3126	garL	0	nonessential	0
b2802	fucI	0	nonessential	0
b0654	gltJ	0	nonessential	0
b0822	ybiV	0	nonessential	0
b0652	gltL	0	nonessential	0
b1866	aspS	0	nonessential	1
b3946	fsaB	0	nonessential	0
b4139	aspA	0	nonessential	0
b0825	fsaA	0	nonessential	0
b2440	eutC	0	nonessential	0
b0308	ykgG	0	nonessential	0
b2441	eutB	0	nonessential	0
b0002	thrA	0	nonessential	1
b0895	dmsB	0	nonessential	0
b0585	fes	0	nonessential	0
b1589	ynfG	0	nonessential	0
b1588	ynfF	0	nonessential	0
b1590	ynfH	0	nonessential	0
b4024	lysC	0	nonessential	0
b4244	pyrI	0	nonessential	1
b3940	metL	0	nonessential	0
b0459	maa	0	nonessential	0
b3432	glgB	0	nonessential	0
b3350	kefB	0	nonessential	0
b0047	kefC	0	nonessential	0
b3882	yihU	0	nonessential	0
b1701	fadK	0	nonessential	0
b1297	puuA	0	nonessential	0
b1301	puuB	0	nonessential	0
b2052	wcaG	0	nonessential	0
b1298	puuD	0	nonessential	0
b2467	nudK	0	nonessential	0
b0842	mdfA	0	nonessential	0
b3747	kup	0	nonessential	0
b2051	wcaH	0	nonessential	0
b0404	acpH	0	nonessential	0
b3650	spoT	0	nonessential	0
b3666	uhpT	0	nonessential	0
b2784	relA	0	nonessential	0
b1805	fadD	0	nonessential	0
